class,region,imp
pos,outside,0.019894151
pos,outside,0.011185781
pos,outside,0.02290209
pos,outside,0.0108341295
pos,outside,0.010286428
pos,outside,0.030107226
pos,outside,0.0367531
pos,outside,0.021561757
pos,outside,0.016392939
pos,outside,0.03600885
pos,outside,0.010428342
pos,outside,0.027812349
pos,outside,0.03296789
pos,outside,0.027492106
pos,outside,0.042830274
pos,outside,0.028045965
pos,outside,0.038303405
pos,outside,0.030007951
pos,outside,0.028092515
pos,outside,0.01655053
pos,outside,0.011222765
pos,outside,0.02800541
pos,outside,0.009278226
pos,outside,0.03546902
pos,outside,0.021366246
pos,outside,0.00886905
pos,outside,0.008991144
pos,outside,0.02555459
pos,outside,0.0363952
pos,outside,0.021539528
pos,outside,0.008717
pos,outside,0.04015962
pos,outside,0.040322807
pos,outside,0.009095902
pos,outside,0.00976342
pos,outside,0.026847
pos,outside,0.0074364836
pos,outside,0.026266957
pos,outside,0.0106704375
pos,outside,0.00616407
pos,outside,0.013280584
pos,outside,0.009338464
pos,outside,0.02657146
pos,outside,0.020086166
pos,outside,0.028104823
pos,outside,0.023377974
pos,outside,0.018386044
pos,outside,0.06599943
pos,outside,0.007911469
pos,outside,0.039332468
pos,outside,0.021206679
pos,outside,0.019207273
pos,outside,0.028625714
pos,outside,0.020919023
pos,outside,0.028139357
pos,outside,0.016522657
pos,outside,0.03852462
pos,outside,0.01760088
pos,outside,0.01205788
pos,outside,0.006851945
pos,outside,0.009970157
pos,outside,0.018898435
pos,outside,0.019906973
pos,outside,0.0072682714
pos,outside,0.03608807
pos,outside,0.023802621
pos,outside,0.015190176
pos,outside,0.019954816
pos,outside,0.011268506
pos,outside,0.027029349
pos,outside,0.05888263
pos,outside,0.010541801
pos,outside,0.008431714
pos,outside,0.011179854
pos,outside,0.012354529
pos,outside,0.016526941
pos,outside,0.025563417
pos,outside,0.016406188
pos,outside,0.008133827
pos,outside,0.029519249
pos,outside,0.0049007013
pos,outside,0.037600257
pos,outside,0.057999596
pos,outside,0.02520929
pos,outside,0.026608113
pos,outside,0.0273657
pos,outside,0.028558768
pos,outside,0.028333573
pos,outside,0.008489571
pos,outside,0.020558432
pos,outside,0.0046044565
pos,outside,0.031165268
pos,outside,0.016245456
pos,outside,0.022999965
pos,outside,0.016746627
pos,outside,0.011659502
pos,outside,0.009574124
pos,outside,0.005974498
pos,outside,0.018999802
pos,outside,0.02315778
pos,outside,0.014706568
pos,outside,0.02326944
pos,outside,0.03789272
pos,outside,0.0072036707
pos,outside,0.02645015
pos,outside,0.030300528
pos,outside,0.015826274
pos,outside,0.017251767
pos,outside,0.015395627
pos,outside,0.024146529
pos,outside,0.0080284
pos,outside,0.031670332
pos,outside,0.016314194
pos,outside,0.030383613
pos,outside,0.015962275
pos,outside,0.0072823977
pos,outside,0.010017578
pos,outside,0.026064565
pos,outside,0.005514428
pos,outside,0.02318065
pos,outside,0.023313163
pos,outside,0.033680703
pos,outside,0.018552726
pos,outside,0.0149371065
pos,outside,0.004734413
pos,outside,0.014600668
pos,outside,0.025625972
pos,outside,0.015832037
pos,outside,0.0068493863
pos,outside,0.02123225
pos,outside,0.0040903934
pos,outside,0.0072722826
pos,outside,0.097558
pos,outside,0.0056284736
pos,outside,0.009797248
pos,outside,0.016495792
pos,outside,0.02605225
pos,outside,0.028346704
pos,outside,0.010632528
pos,outside,0.014654535
pos,outside,0.022480128
pos,outside,0.030578943
pos,outside,0.024246968
pos,outside,0.02561171
pos,outside,0.023354294
pos,outside,0.022479225
pos,outside,0.013578243
pos,outside,0.02875101
pos,outside,0.0130913565
pos,outside,0.012004725
pos,outside,0.018300714
pos,outside,0.008948427
pos,outside,0.042799186
pos,outside,0.026634363
pos,outside,0.024837675
pos,outside,0.016554834
pos,outside,0.030946473
pos,outside,0.008307191
pos,outside,0.021302931
pos,outside,0.009593969
pos,outside,0.016917521
pos,outside,0.0152036445
pos,outside,0.0048679346
pos,outside,0.005952001
pos,outside,0.021765718
pos,outside,0.011771524
pos,outside,0.010292016
pos,outside,0.009436414
pos,outside,0.022683091
pos,outside,0.009286485
pos,outside,0.0060706106
pos,outside,0.00909049
pos,outside,0.018436879
pos,outside,0.016698841
pos,outside,0.019105773
pos,outside,0.006311177
pos,outside,0.021644522
pos,outside,0.008294727
pos,outside,0.010061556
pos,outside,0.017379604
pos,outside,0.019514387
pos,outside,0.009029917
pos,outside,0.02993721
pos,outside,0.023740442
pos,outside,0.041397914
pos,outside,0.023035202
pos,outside,0.05687506
pos,outside,0.018548626
pos,outside,0.0407719
pos,outside,0.019049034
pos,outside,0.012213439
pos,outside,0.008952683
pos,outside,0.021166297
pos,outside,0.006901014
pos,outside,0.057903625
pos,outside,0.012904105
pos,outside,0.0068347584
pos,outside,0.019020148
pos,outside,0.03124611
pos,outside,0.020835178
pos,outside,0.010203576
pos,outside,0.014337482
pos,outside,0.010093885
pos,outside,0.021154482
pos,outside,0.010438099
pos,outside,0.014274283
pos,outside,0.029656768
pos,outside,0.01781115
pos,outside,0.021579621
pos,outside,0.030330168
pos,outside,0.016967412
pos,outside,0.008624833
pos,outside,0.019683748
pos,outside,0.00660453
pos,outside,0.029515326
pos,outside,0.011438623
pos,outside,0.007069902
pos,outside,0.010798221
pos,outside,0.022764748
pos,outside,0.015666695
pos,outside,0.021415247
pos,outside,0.0103108175
pos,outside,0.018495604
pos,outside,0.020069445
pos,outside,0.03964868
pos,outside,0.009755797
pos,outside,0.06413991
pos,outside,0.018275768
pos,outside,0.032721087
pos,outside,0.025719509
pos,outside,0.025916087
pos,outside,0.013279319
pos,outside,0.020180823
pos,outside,0.0064083603
pos,outside,0.022751302
pos,outside,0.006350965
pos,outside,0.014489338
pos,outside,0.01018603
pos,outside,0.0050779856
pos,outside,0.02424263
pos,outside,0.0055871746
pos,outside,0.038761526
pos,outside,0.023879632
pos,outside,0.011460824
pos,outside,0.028760556
pos,outside,0.018055102
pos,outside,0.008963451
pos,outside,0.025697451
pos,outside,0.027829561
pos,outside,0.026007874
pos,outside,0.033316556
pos,outside,0.030921234
pos,outside,0.030850913
pos,outside,0.021944376
pos,outside,0.008578692
pos,outside,0.02207428
pos,outside,0.017504077
pos,outside,0.033257216
pos,outside,0.03780576
pos,outside,0.010750538
pos,outside,0.025694357
pos,outside,0.004413877
pos,outside,0.030945819
pos,outside,0.021163523
pos,outside,0.032445353
pos,outside,0.030523868
pos,outside,0.034565486
pos,outside,0.025654694
pos,outside,0.008355543
pos,outside,0.011058734
pos,outside,0.017951248
pos,outside,0.02902164
pos,outside,0.016709322
pos,outside,0.04119559
pos,outside,0.01785016
pos,outside,0.021547312
pos,outside,0.0064781737
pos,outside,0.008500391
pos,outside,0.016214754
pos,outside,0.0066206814
pos,outside,0.009109033
pos,outside,0.021911498
pos,outside,0.03410072
pos,outside,0.056992244
pos,outside,0.020565879
pos,outside,0.032431774
pos,outside,0.030395923
pos,outside,0.02624638
pos,outside,0.028584218
pos,outside,0.008083107
pos,outside,0.016304448
pos,outside,0.03665543
pos,outside,0.017298212
pos,outside,0.032106735
pos,outside,0.005796058
pos,outside,0.03001351
pos,outside,0.019978408
pos,outside,0.029669015
pos,outside,0.006180608
pos,outside,0.009786886
pos,outside,0.006678331
pos,outside,0.013338965
pos,outside,0.021898562
pos,outside,0.015433987
pos,outside,0.024931863
pos,outside,0.011835326
pos,outside,0.02839986
pos,outside,0.008176911
pos,outside,0.04688222
pos,outside,0.014113482
pos,outside,0.019808112
pos,outside,0.031016096
pos,outside,0.006072499
pos,outside,0.0041248165
pos,outside,0.010050585
pos,outside,0.029571326
pos,outside,0.020667223
pos,outside,0.0227207
pos,outside,0.01103458
pos,outside,0.010555757
pos,outside,0.010937248
pos,outside,0.030965805
pos,outside,0.021272574
pos,outside,0.010638831
pos,outside,0.014029223
pos,outside,0.011982697
pos,outside,0.033404227
pos,outside,0.024226973
pos,outside,0.022993218
pos,outside,0.0068956134
pos,outside,0.032370336
pos,outside,0.023586826
pos,outside,0.008418944
pos,outside,0.015851948
pos,outside,0.019925006
pos,outside,0.009042099
pos,outside,0.018077226
pos,outside,0.02773725
pos,outside,0.010577555
pos,outside,0.010217895
pos,outside,0.0074845976
pos,outside,0.012619297
pos,outside,0.018060558
pos,outside,0.032525297
pos,outside,0.037054032
pos,outside,0.015324447
pos,outside,0.046720825
pos,outside,0.015308071
pos,outside,0.020995349
pos,outside,0.009675333
pos,outside,0.018966148
pos,outside,0.019965451
pos,outside,0.019006737
pos,outside,0.017568665
pos,outside,0.05607265
pos,outside,0.020018067
pos,outside,0.018320717
pos,outside,0.022051435
pos,outside,0.026697699
pos,outside,0.007829378
pos,outside,0.0278006
pos,outside,0.010834373
pos,outside,0.010487801
pos,outside,0.013030726
pos,outside,0.02335949
pos,outside,0.008144371
pos,outside,0.02439056
pos,outside,0.0062220716
pos,outside,0.020258548
pos,outside,0.020380637
pos,outside,0.020551218
pos,outside,0.012546686
pos,outside,0.029116495
pos,outside,0.012705253
pos,outside,0.007488604
pos,outside,0.029946895
pos,outside,0.011066837
pos,outside,0.014768598
pos,outside,0.029448152
pos,outside,0.01643369
pos,outside,0.0146705955
pos,outside,0.02977956
pos,outside,0.030536074
pos,outside,0.006825541
pos,outside,0.009671712
pos,outside,0.007657011
pos,outside,0.0127028115
pos,outside,0.01275009
pos,outside,0.010740152
pos,outside,0.008146544
pos,outside,0.014244968
pos,outside,0.016243115
pos,outside,0.01690443
pos,outside,0.03887379
pos,outside,0.014217662
pos,outside,0.010167413
pos,outside,0.013016042
pos,outside,0.011442834
pos,outside,0.006192674
pos,outside,0.014730409
pos,outside,0.026151998
pos,outside,0.010805574
pos,outside,0.02464169
pos,outside,0.037654202
pos,outside,0.007202714
pos,outside,0.01838179
pos,outside,0.03726928
pos,outside,0.016269442
pos,outside,0.027756127
pos,outside,0.016114578
pos,outside,0.014947536
pos,outside,0.011338966
pos,outside,0.01435139
pos,outside,0.032454707
pos,outside,0.010273472
pos,outside,0.033040542
pos,outside,0.026489023
pos,outside,0.05464484
pos,outside,0.012311408
pos,outside,0.007680543
pos,outside,0.033597965
pos,outside,0.021866228
pos,outside,0.015933705
pos,outside,0.011381307
pos,outside,0.02395588
pos,outside,0.029503029
pos,outside,0.026583064
pos,outside,0.022815978
pos,outside,0.018377792
pos,outside,0.011951083
pos,outside,0.040209644
pos,outside,0.017929805
pos,outside,0.032393895
pos,outside,0.025655463
pos,outside,0.024424342
pos,outside,0.004738017
pos,outside,0.006126329
pos,outside,0.031381413
pos,outside,0.008503032
pos,outside,0.023393719
pos,outside,0.026430327
pos,outside,0.049782548
pos,outside,0.0052550733
pos,outside,0.0051589715
pos,outside,0.02387852
pos,outside,0.034786683
pos,outside,0.009804586
pos,outside,0.012507268
pos,outside,0.009337237
pos,outside,0.011092639
pos,outside,0.0109676365
pos,outside,0.017072026
pos,outside,0.023545545
pos,outside,0.009381322
pos,outside,0.0067066173
pos,outside,0.030619906
pos,outside,0.025734168
pos,outside,0.008516527
pos,outside,0.050722443
pos,outside,0.012850632
pos,outside,0.010446826
pos,outside,0.02275426
pos,outside,0.022672776
pos,outside,0.008126571
pos,outside,0.0097816195
pos,outside,0.014911402
pos,outside,0.005973889
pos,outside,0.010422786
pos,outside,0.008946998
pos,outside,0.013272032
pos,outside,0.03284098
pos,outside,0.020807516
pos,outside,0.01377146
pos,outside,0.04237596
pos,outside,0.012469939
pos,outside,0.018040411
pos,outside,0.011385152
pos,outside,0.016660279
pos,outside,0.008592061
pos,outside,0.017214308
pos,outside,0.008384394
pos,outside,0.022785956
pos,outside,0.054016832
pos,outside,0.016583014
pos,outside,0.034795456
pos,outside,0.04562905
pos,outside,0.031438973
pos,outside,0.020733561
pos,outside,0.007882734
pos,outside,0.05316332
pos,outside,0.010177977
pos,outside,0.013000543
pos,outside,0.011321335
pos,outside,0.018914228
pos,outside,0.021501807
pos,outside,0.006707754
pos,outside,0.017101714
pos,outside,0.025898917
pos,outside,0.008095196
pos,outside,0.01454947
pos,outside,0.007831294
pos,outside,0.007028226
pos,outside,0.034670483
pos,outside,0.026630966
pos,outside,0.024389978
pos,outside,0.018446112
pos,outside,0.007251397
pos,outside,0.062054317
pos,outside,0.01716919
pos,outside,0.018419208
pos,outside,0.004740746
pos,outside,0.007544269
pos,outside,0.005577593
pos,outside,0.018833447
pos,outside,0.012910691
pos,outside,0.02458001
pos,outside,0.026985725
pos,outside,0.061708376
pos,outside,0.015597093
pos,outside,0.056809243
pos,outside,0.018974822
pos,outside,0.038604844
pos,outside,0.008192801
pos,outside,0.015361199
pos,outside,0.016818244
pos,outside,0.009497016
pos,outside,0.008937809
pos,outside,0.008266776
pos,outside,0.012245794
pos,outside,0.027665444
pos,outside,0.010026215
pos,outside,0.019414933
pos,outside,0.020433985
pos,outside,0.015835015
pos,outside,0.011301415
pos,outside,0.0064574894
pos,outside,0.016853986
pos,outside,0.007609356
pos,outside,0.017676376
pos,outside,0.04405901
pos,outside,0.025725113
pos,outside,0.03142061
pos,outside,0.010708923
pos,outside,0.020004481
pos,outside,0.012919572
pos,outside,0.0319828
pos,outside,0.005030642
pos,outside,0.017302819
pos,outside,0.042430326
pos,outside,0.02005481
pos,outside,0.0073773386
pos,outside,0.022117367
pos,outside,0.027647384
pos,outside,0.010468103
pos,outside,0.012883353
pos,outside,0.010870063
pos,outside,0.029518861
pos,outside,0.0078486465
pos,outside,0.022760352
pos,outside,0.005313881
pos,outside,0.043408103
pos,outside,0.009356961
pos,outside,0.028692886
pos,outside,0.0132518755
pos,outside,0.057680413
pos,outside,0.029145006
pos,outside,0.024275681
pos,outside,0.020699257
pos,outside,0.010117246
pos,outside,0.022688681
pos,outside,0.028076176
pos,outside,0.024222603
pos,outside,0.03013542
pos,outside,0.02897032
pos,outside,0.008010543
pos,outside,0.021579767
pos,outside,0.008970635
pos,outside,0.037914854
pos,outside,0.0236784
pos,outside,0.019012209
pos,outside,0.029724903
pos,outside,0.016801856
pos,outside,0.015422889
pos,outside,0.028791249
pos,outside,0.026045643
pos,outside,0.012470822
pos,outside,0.014243981
pos,outside,0.024387032
pos,outside,0.008025584
pos,outside,0.026997337
pos,outside,0.023698576
pos,outside,0.008072882
pos,outside,0.016920159
pos,outside,0.029615946
pos,outside,0.023378862
pos,outside,0.034186263
pos,outside,0.023591634
pos,outside,0.019223286
pos,outside,0.0172696
pos,outside,0.031253267
pos,outside,0.008640169
pos,outside,0.013922534
pos,outside,0.020236235
pos,outside,0.041946813
pos,outside,0.013009829
pos,outside,0.021824678
pos,outside,0.0079118395
pos,outside,0.009828724
pos,outside,0.01686283
pos,outside,0.024654701
pos,outside,0.0067560626
pos,outside,0.008045997
pos,outside,0.0268079
pos,outside,0.012003642
pos,outside,0.014684672
pos,outside,0.025088118
pos,outside,0.013271673
pos,outside,0.0052819145
pos,outside,0.012205151
pos,outside,0.039109316
pos,outside,0.014294556
pos,outside,0.029350663
pos,outside,0.020503938
pos,outside,0.013249699
pos,outside,0.010281834
pos,outside,0.052210268
pos,outside,0.033360142
pos,outside,0.0074702147
pos,outside,0.029409677
pos,outside,0.0377914
pos,outside,0.036757838
pos,outside,0.03156427
pos,outside,0.015210393
pos,outside,0.027434733
pos,outside,0.004355027
pos,outside,0.015177603
pos,outside,0.029513657
pos,outside,0.017877197
pos,outside,0.012141397
pos,outside,0.017923525
pos,outside,0.05623583
pos,outside,0.029566318
pos,outside,0.027692486
pos,outside,0.009321148
pos,outside,0.015448317
pos,outside,0.026222426
pos,outside,0.008831293
pos,outside,0.013539287
pos,outside,0.024471384
pos,outside,0.045247085
pos,outside,0.008083111
pos,outside,0.014329685
pos,outside,0.02398684
pos,outside,0.0072394
pos,outside,0.030830009
pos,outside,0.013661061
pos,outside,0.005387772
pos,outside,0.030211056
pos,outside,0.012669178
pos,outside,0.052889958
pos,outside,0.032453023
pos,outside,0.028187582
pos,outside,0.014349809
pos,outside,0.029963318
pos,outside,0.008500879
pos,outside,0.03192929
pos,outside,0.027083386
pos,outside,0.020070318
pos,outside,0.00532811
pos,outside,0.030018177
pos,outside,0.036750626
pos,outside,0.0090017505
pos,outside,0.02747252
pos,outside,0.035299722
pos,outside,0.007013773
pos,outside,0.04829434
pos,outside,0.0071221846
pos,outside,0.01757791
pos,outside,0.010904764
pos,outside,0.004776129
pos,outside,0.032081503
pos,outside,0.0064396574
pos,outside,0.021815756
pos,outside,0.006300033
pos,outside,0.019731477
pos,outside,0.053960912
pos,outside,0.033276737
pos,outside,0.009443169
pos,outside,0.033929113
pos,outside,0.015797703
pos,outside,0.013558189
pos,outside,0.023573969
pos,outside,0.01198874
pos,outside,0.011653452
pos,outside,0.025076207
pos,outside,0.011703233
pos,outside,0.009040129
pos,outside,0.019473515
pos,outside,0.025515486
pos,outside,0.020615876
pos,outside,0.014755071
pos,outside,0.017247746
pos,outside,0.018767353
pos,outside,0.02211299
pos,outside,0.010582726
pos,outside,0.01359606
pos,outside,0.008406513
pos,outside,0.025226476
pos,outside,0.021716496
pos,outside,0.015059941
pos,outside,0.0132762045
pos,outside,0.031121865
pos,outside,0.016186817
pos,outside,0.01034372
pos,outside,0.0344664
pos,outside,0.01716416
pos,outside,0.019833352
pos,outside,0.0044569024
pos,outside,0.021102557
pos,outside,0.010940585
pos,outside,0.021563284
pos,outside,0.010582911
pos,outside,0.02188463
pos,outside,0.0399069
pos,outside,0.0054348535
pos,outside,0.0056952024
pos,outside,0.023471067
pos,outside,0.025197012
pos,outside,0.014294945
pos,outside,0.007737564
pos,outside,0.025676463
pos,outside,0.02056187
pos,outside,0.067121364
pos,outside,0.011617809
pos,outside,0.010446238
pos,outside,0.019581102
pos,outside,0.010092463
pos,outside,0.007688537
pos,outside,0.009801685
pos,outside,0.01630517
pos,outside,0.011939075
pos,outside,0.017171863
pos,outside,0.027373027
pos,outside,0.033539046
pos,outside,0.015284348
pos,outside,0.03135815
pos,outside,0.015243767
pos,outside,0.013965635
pos,outside,0.033858914
pos,outside,0.01637694
pos,outside,0.053550042
pos,outside,0.009036021
pos,outside,0.0058629583
pos,outside,0.008337664
pos,outside,0.028253626
pos,outside,0.020261193
pos,outside,0.00481342
pos,outside,0.007385329
pos,outside,0.013884807
pos,outside,0.023191882
pos,outside,0.011726335
pos,outside,0.023122776
pos,outside,0.008256538
pos,outside,0.027320152
pos,outside,0.018772878
pos,outside,0.007849178
pos,outside,0.009990564
pos,outside,0.01193731
pos,outside,0.008881056
pos,outside,0.027613595
pos,outside,0.02229426
pos,outside,0.02352939
pos,outside,0.013138649
pos,outside,0.030819107
pos,outside,0.027320651
pos,outside,0.010277644
pos,outside,0.010735479
pos,outside,0.03237095
pos,outside,0.016138636
pos,outside,0.01621479
pos,outside,0.01273865
pos,outside,0.024707003
pos,outside,0.02273065
pos,outside,0.01655071
pos,outside,0.015411331
pos,outside,0.0280286
pos,outside,0.0047406177
pos,outside,0.020190569
pos,outside,0.01138989
pos,outside,0.01967771
pos,outside,0.041055676
pos,outside,0.0101014525
pos,outside,0.0134242745
pos,outside,0.013410241
pos,outside,0.022388434
pos,outside,0.00981479
pos,outside,0.049976576
pos,outside,0.017186187
pos,outside,0.02004489
pos,outside,0.005665555
pos,outside,0.03115615
pos,outside,0.017149989
pos,outside,0.018574582
pos,outside,0.0050474172
pos,outside,0.0075240354
pos,outside,0.0060018953
pos,outside,0.021892656
pos,outside,0.0318846
pos,outside,0.024066262
pos,outside,0.033881012
pos,outside,0.0053774747
pos,outside,0.0076486194
pos,outside,0.0058025573
pos,outside,0.027008882
pos,outside,0.01771462
pos,outside,0.014242186
pos,outside,0.007970208
pos,outside,0.02607686
pos,outside,0.018831512
pos,outside,0.016540995
pos,outside,0.011822235
pos,outside,0.014870248
pos,outside,0.015371856
pos,outside,0.019393686
pos,outside,0.02773603
pos,outside,0.014727452
pos,outside,0.02692937
pos,outside,0.027897684
pos,outside,0.01061717
pos,outside,0.029775871
pos,outside,0.028070379
pos,outside,0.023156952
pos,outside,0.021966396
pos,outside,0.028793383
pos,outside,0.01975921
pos,outside,0.02290572
pos,outside,0.009000252
pos,outside,0.024830623
pos,outside,0.018863183
pos,outside,0.04132067
neg,inside,0.030155405
neg,inside,0.0007295328
neg,inside,0.11847781
neg,inside,0.00768434
neg,inside,0.13022801
neg,inside,0.07873171
neg,inside,0.022146598
neg,inside,0.16897069
neg,inside,0.002139373
neg,inside,0.012305343
neg,inside,0.05926501
neg,inside,0.47602654
neg,inside,0.0023723675
neg,inside,0.001093302
neg,inside,0.00085370446
neg,inside,0.00034896063
neg,inside,0.16964677
neg,inside,0.15148412
neg,inside,0.23684397
neg,inside,0.08509852
neg,inside,0.20633341
neg,inside,0.16588919
neg,inside,0.22470388
neg,inside,0.0011953295
neg,inside,0.015925176
neg,inside,0.07219821
neg,inside,0.00023001716
neg,inside,0.18264519
neg,inside,0.07646065
neg,inside,0.0009148916
neg,inside,0.18675436
neg,inside,0.0007754508
neg,inside,0.00087749393
neg,inside,0.0016403102
neg,inside,0.011906357
neg,inside,0.22482377
neg,inside,0.0012567498
neg,inside,0.17061248
neg,inside,0.1396432
neg,inside,0.1753392
neg,inside,0.00033241225
neg,inside,0.003280931
neg,inside,0.0016219765
neg,inside,0.14422068
neg,inside,0.013300169
neg,inside,0.00039701108
neg,inside,0.00018846629
neg,inside,0.0175371
neg,inside,0.019493246
neg,inside,0.0012443737
neg,inside,0.16436909
neg,inside,0.11476725
neg,inside,0.13774407
neg,inside,0.061246537
neg,inside,0.099654116
neg,inside,0.0020157893
neg,inside,0.21529126
neg,inside,0.0013056832
neg,inside,0.113438345
neg,inside,0.065130554
neg,inside,0.0109232515
neg,inside,0.0793059
neg,inside,0.15242812
neg,inside,0.08238925
neg,inside,0.053756595
neg,inside,0.22335844
neg,inside,0.00065330666
neg,inside,0.13769202
neg,inside,0.03856095
neg,inside,0.26658782
neg,inside,0.0019340515
neg,inside,0.00068833027
neg,inside,0.035186887
neg,inside,0.1193078
neg,inside,0.2216073
neg,inside,0.00018723805
neg,inside,0.001700819
neg,inside,0.0031887568
neg,inside,0.043128964
neg,inside,0.10506328
neg,inside,0.00037193295
neg,inside,0.15846723
neg,inside,0.00040897727
neg,inside,0.00033989194
neg,inside,0.194279
neg,inside,0.00076095085
neg,inside,0.18330218
neg,inside,0.1252949
neg,inside,0.06517909
neg,inside,0.08698047
neg,inside,0.17893997
neg,inside,0.0013127327
neg,inside,0.0029835051
neg,inside,0.11722062
neg,inside,0.21851331
neg,inside,0.020285558
neg,inside,0.10387265
neg,inside,0.15439399
neg,inside,0.15052132
neg,inside,0.100365736
neg,inside,0.0006140238
neg,inside,0.000543337
neg,inside,0.036278844
neg,inside,0.0004979451
neg,inside,0.0005711931
neg,inside,0.0008123104
neg,inside,0.005090587
neg,inside,0.00023909977
neg,inside,0.14003494
neg,inside,0.14154865
neg,inside,0.06227928
neg,inside,0.18263598
neg,inside,0.00043015045
neg,inside,0.033273406
neg,inside,0.0011333171
neg,inside,0.00048760732
neg,inside,0.17682202
neg,inside,0.07095065
neg,inside,0.0532664
neg,inside,0.1342954
neg,inside,0.061636545
neg,inside,0.0028774964
neg,inside,0.26182458
neg,inside,0.045994967
neg,inside,0.00057091186
neg,inside,0.22058249
neg,inside,0.23756973
neg,inside,0.034837924
neg,inside,0.0010922016
neg,inside,0.10579308
neg,inside,0.00083763077
neg,inside,0.009952875
neg,inside,0.0003731457
neg,inside,0.0002362372
neg,inside,0.00028454044
neg,inside,0.10818291
neg,inside,0.15596382
neg,inside,0.009537611
neg,inside,0.00035290967
neg,inside,0.00068414654
neg,inside,0.05468165
neg,inside,0.10234982
neg,inside,0.15077761
neg,inside,0.00029471825
neg,inside,0.06894766
neg,inside,0.0006948344
neg,inside,0.21480975
neg,inside,0.0013072491
neg,inside,0.08207805
neg,inside,0.16486907
neg,inside,0.0014724948
neg,inside,0.18085666
neg,inside,0.00018299585
neg,inside,0.24139927
neg,inside,0.0029990498
neg,inside,0.0008020485
neg,inside,0.06512739
neg,inside,0.009404617
neg,inside,0.025227215
neg,inside,0.0046076425
neg,inside,0.038348958
neg,inside,0.18071392
neg,inside,0.00036798825
neg,inside,0.00050691323
neg,inside,0.0024106104
neg,inside,0.0005655732
neg,inside,0.06787838
neg,inside,0.012943528
neg,inside,0.08348556
neg,inside,0.19096786
neg,inside,0.0003306071
neg,inside,0.0013539148
neg,inside,0.13040684
neg,inside,0.14013764
neg,inside,0.00023369562
neg,inside,0.08236124
neg,inside,0.1428281
neg,inside,0.019082054
neg,inside,0.00164978
neg,inside,0.12743807
neg,inside,0.10412775
neg,inside,0.13992299
neg,inside,0.0015623927
neg,inside,0.2044401
neg,inside,0.046606198
neg,inside,0.069393575
neg,inside,0.066012755
neg,inside,0.000613036
neg,inside,0.0633245
neg,inside,0.0052816686
neg,inside,0.034784645
neg,inside,0.048244577
neg,inside,0.020157773
neg,inside,0.0013642024
neg,inside,0.14550793
neg,inside,0.0011520082
neg,inside,0.0013680799
neg,inside,0.13864838
neg,inside,0.00034295948
neg,inside,0.0003146728
neg,inside,0.0016900989
neg,inside,0.08256773
neg,inside,0.0015994707
neg,inside,0.011461424
neg,inside,0.23149331
neg,inside,0.06815462
neg,inside,0.08988439
neg,inside,0.16987908
neg,inside,0.07560797
neg,inside,0.097357064
neg,inside,0.21846533
neg,inside,0.11268869
neg,inside,0.00026346024
neg,inside,0.0015339081
neg,inside,0.059917275
neg,inside,0.03514577
neg,inside,0.09407741
neg,inside,0.06480355
neg,inside,0.00028969257
neg,inside,0.0004281816
neg,inside,0.0025402587
neg,inside,0.057696514
neg,inside,0.08622076
neg,inside,0.14826038
neg,inside,0.0049922806
neg,inside,0.00031836238
neg,inside,0.12840141
neg,inside,0.16685572
neg,inside,0.1343448
neg,inside,0.0040037497
neg,inside,0.08156157
neg,inside,0.1494524
neg,inside,0.095358446
neg,inside,0.17460932
neg,inside,0.109695725
neg,inside,0.0028238539
neg,inside,0.10700849
neg,inside,0.20364122
neg,inside,0.07623427
neg,inside,0.00047840676
neg,inside,0.11012321
neg,inside,0.1055908
neg,inside,0.105163924
neg,inside,0.026900824
neg,inside,0.16991717
neg,inside,0.14246371
neg,inside,0.3164856
neg,inside,0.2854097
neg,inside,0.048583336
neg,inside,0.16141951
neg,inside,0.03796253
neg,inside,0.00797928
neg,inside,0.07040328
neg,inside,0.048914094
neg,inside,0.091556124
neg,inside,0.00031097353
neg,inside,0.00888894
neg,inside,0.064998195
neg,inside,0.021476
neg,inside,0.0015908196
neg,inside,0.0004112554
neg,inside,0.22096917
neg,inside,0.30048913
neg,inside,0.024418665
neg,inside,0.09985223
neg,inside,0.05091758
neg,inside,0.08522675
neg,inside,0.13705859
neg,inside,0.13559653
neg,inside,0.0022145954
neg,inside,0.21192645
neg,inside,0.0004281669
neg,inside,0.00056447653
neg,inside,0.16768074
neg,inside,0.00090798124
neg,inside,0.0022234349
neg,inside,0.21593249
neg,inside,0.06250087
neg,inside,0.10326824
neg,inside,0.0014134559
neg,inside,0.00033631857
neg,inside,0.09574702
neg,inside,0.13583642
neg,inside,0.0006842481
neg,inside,0.19779754
neg,inside,0.0018325227
neg,inside,0.095564656
neg,inside,0.0026777347
neg,inside,0.11013741
neg,inside,0.095290475
neg,inside,0.00028920174
neg,inside,0.0040010773
neg,inside,0.20298022
neg,inside,0.09044781
neg,inside,0.00045810698
neg,inside,0.19955671
neg,inside,0.22556715
neg,inside,0.001272749
neg,inside,0.001651211
neg,inside,0.0002603531
neg,inside,0.0004612983
neg,inside,0.001087974
neg,inside,0.0028168238
neg,inside,0.11698113
neg,inside,0.00048540608
neg,inside,0.0036358833
neg,inside,0.16011263
neg,inside,0.013055422
neg,inside,0.0017849173
neg,inside,0.2581099
neg,inside,0.0019505349
neg,inside,0.071929455
