mark,group,bin,position_bp,row_entropy
H3K27ac,A549 G4+ promoter,54,545.0,3.860638380050659
H3K27ac,A549 G4+ promoter,55,555.0,3.8548572063446045
H3K27ac,A549 G4+ promoter,56,565.0,3.8504233360290527
H3K27ac,A549 G4+ promoter,57,575.0,3.844862699508667
H3K27ac,A549 G4+ promoter,58,585.0,3.8482534885406494
H3K27ac,A549 G4+ promoter,59,595.0,3.8627896308898926
H3K27ac,A549 G4+ promoter,60,605.0,3.8767166137695312
H3K27ac,A549 G4+ promoter,61,615.0,3.890132188796997
H3K27ac,A549 G4+ promoter,62,625.0,3.8952603340148926
H3K27ac,A549 G4+ promoter,63,635.0,3.8987269401550293
H3K27ac,A549 G4+ promoter,64,645.0,3.9029133319854736
H3K27ac,A549 G4+ promoter,65,655.0,3.911284923553467
H3K27ac,A549 G4+ promoter,66,665.0,3.9320268630981445
H3K27ac,A549 G4+ promoter,67,675.0,3.9589927196502686
H3K27ac,A549 G4+ promoter,68,685.0,3.9869978427886963
H3K27ac,A549 G4+ promoter,69,695.0,4.005446434020996
H3K27ac,A549 G4+ promoter,70,705.0,4.0201520919799805
H3K27ac,A549 G4+ promoter,71,715.0,4.025579929351807
H3K27ac,A549 G4+ promoter,72,725.0,4.029275894165039
H3K27ac,A549 G4+ promoter,73,735.0,4.027276515960693
H3K27ac,A549 G4+ promoter,74,745.0,4.016513347625732
H3K27ac,A549 G4+ promoter,75,755.0,4.004726886749268
H3K27ac,A549 G4+ promoter,76,765.0,3.9921464920043945
H3K27ac,A549 G4+ promoter,77,775.0,3.9856626987457275
H3K27ac,A549 G4+ promoter,78,785.0,3.991297721862793
H3K27ac,A549 G4+ promoter,79,795.0,4.014121055603027
H3K27ac,A549 G4+ promoter,80,805.0,4.047091007232666
H3K27ac,A549 G4+ promoter,81,815.0,4.074830532073975
H3K27ac,A549 G4+ promoter,82,825.0,4.095254898071289
H3K27ac,A549 G4+ promoter,83,835.0,4.105839252471924
H3K27ac,A549 G4+ promoter,84,845.0,4.108968257904053
H3K27ac,A549 G4+ promoter,85,855.0,4.106814861297607
H3K27ac,A549 G4+ promoter,86,865.0,4.108222961425781
H3K27ac,A549 G4+ promoter,87,875.0,4.109729766845703
H3K27ac,A549 G4+ promoter,88,885.0,4.1136956214904785
H3K27ac,A549 G4+ promoter,89,895.0,4.117429256439209
H3K27ac,A549 G4+ promoter,90,905.0,4.12680196762085
H3K27ac,A549 G4+ promoter,91,915.0,4.136974334716797
H3K27ac,A549 G4+ promoter,92,925.0,4.144412517547607
H3K27ac,A549 G4+ promoter,93,935.0,4.145859241485596
H3K27ac,A549 G4+ promoter,94,945.0,4.135535717010498
H3K27ac,A549 G4+ promoter,95,955.0,4.120707035064697
H3K27ac,A549 G4+ promoter,96,965.0,4.101503372192383
H3K27ac,A549 G4+ promoter,97,975.0,4.082246780395508
H3K27ac,A549 G4+ promoter,98,985.0,4.068873882293701
H3K27ac,A549 G4+ promoter,99,995.0,4.061441421508789
H3K27ac,A549 G4+ enhancer,0,5.0,3.9745535850524902
H3K27ac,A549 G4+ enhancer,1,15.0,3.9732375144958496
H3K27ac,A549 G4+ enhancer,2,25.0,3.9851856231689453
H3K27ac,A549 G4+ enhancer,3,35.0,4.000982761383057
H3K27ac,A549 G4+ enhancer,4,45.0,4.020443916320801
H3K27ac,A549 G4+ enhancer,5,55.0,4.033596038818359
H3K27ac,A549 G4+ enhancer,6,65.0,4.044273376464844
H3K27ac,A549 G4+ enhancer,7,75.0,4.043026447296143
H3K27ac,A549 G4+ enhancer,8,85.0,4.034335613250732
H3K27ac,A549 G4+ enhancer,9,95.0,4.026986598968506
H3K27ac,A549 G4+ enhancer,10,105.0,4.019079208374023
H3K27ac,A549 G4+ enhancer,11,115.0,4.015429496765137
H3K27ac,A549 G4+ enhancer,12,125.0,4.017107009887695
H3K27ac,A549 G4+ enhancer,13,135.0,4.017090797424316
H3K27ac,A549 G4+ enhancer,14,145.0,4.026403903961182
H3K27ac,A549 G4+ enhancer,15,155.0,4.035160064697266
H3K27ac,A549 G4+ enhancer,16,165.0,4.041269302368164
H3K27ac,A549 G4+ enhancer,17,175.0,4.0353593826293945
H3K27ac,A549 G4+ enhancer,18,185.0,4.022003650665283
H3K27ac,A549 G4+ enhancer,19,195.0,4.005676746368408
H3K27ac,A549 G4+ enhancer,20,205.0,4.000888824462891
H3K27ac,A549 G4+ enhancer,21,215.0,4.001767635345459
H3K27ac,A549 G4+ enhancer,22,225.0,4.024847507476807
H3K27ac,A549 G4+ enhancer,23,235.0,4.050684928894043
H3K27ac,A549 G4+ enhancer,24,245.0,4.074563026428223
H3K27ac,A549 G4+ enhancer,25,255.0,4.086758136749268
H3K27ac,A549 G4+ enhancer,26,265.0,4.095808506011963
H3K27ac,A549 G4+ enhancer,27,275.0,4.101061820983887
H3K27ac,A549 G4+ enhancer,28,285.0,4.1016526222229
H3K27ac,A549 G4+ enhancer,29,295.0,4.103899955749512
H3K27ac,A549 G4+ enhancer,30,305.0,4.090720176696777
H3K27ac,A549 G4+ enhancer,31,315.0,4.070065498352051
H3K27ac,A549 G4+ enhancer,32,325.0,4.04267692565918
H3K27ac,A549 G4+ enhancer,33,335.0,4.018947124481201
H3K27ac,A549 G4+ enhancer,34,345.0,4.009638786315918
H3K27ac,A549 G4+ enhancer,35,355.0,4.014733791351318
H3K27ac,A549 G4+ enhancer,36,365.0,4.0186944007873535
H3K27ac,A549 G4+ enhancer,37,375.0,4.011721611022949
H3K27ac,A549 G4+ enhancer,38,385.0,4.005570888519287
H3K27ac,A549 G4+ enhancer,39,395.0,3.9789116382598877
H3K27ac,A549 G4+ enhancer,40,405.0,3.960477113723755
H3K27ac,A549 G4+ enhancer,41,415.0,3.938417434692383
H3K27ac,A549 G4+ enhancer,42,425.0,3.9224867820739746
H3K27ac,A549 G4+ enhancer,43,435.0,3.9040169715881348
H3K27ac,A549 G4+ enhancer,44,445.0,3.8965630531311035
H3K27ac,A549 G4+ enhancer,45,455.0,3.9044077396392822
H3K27ac,A549 G4+ enhancer,46,465.0,3.934119939804077
H3K27ac,A549 G4+ enhancer,47,475.0,3.9761404991149902
H3K27ac,A549 G4+ enhancer,48,485.0,4.001735210418701
H3K27ac,A549 G4+ enhancer,49,495.0,4.00703763961792
H3K27ac,A549 G4+ enhancer,50,505.0,4.005145072937012
H3K27ac,A549 G4+ enhancer,51,515.0,4.012090682983398
H3K27ac,A549 G4+ enhancer,52,525.0,4.006610870361328
H3K27ac,A549 G4+ enhancer,53,535.0,3.9894564151763916
H3K27ac,A549 G4+ enhancer,54,545.0,3.981140613555908
H3K27ac,A549 G4+ enhancer,55,555.0,3.973048686981201
H3K27ac,A549 G4+ enhancer,56,565.0,3.9671056270599365
H3K27ac,A549 G4+ enhancer,57,575.0,3.9566876888275146
H3K27ac,A549 G4+ enhancer,58,585.0,3.9600155353546143
H3K27ac,A549 G4+ enhancer,59,595.0,3.972853899002075
H3K27ac,A549 G4+ enhancer,60,605.0,3.9918906688690186
H3K27ac,A549 G4+ enhancer,61,615.0,4.011650085449219
H3K27ac,A549 G4+ enhancer,62,625.0,4.017870903015137
H3K27ac,A549 G4+ enhancer,63,635.0,4.018276214599609
H3K27ac,A549 G4+ enhancer,64,645.0,4.020185947418213
H3K27ac,A549 G4+ enhancer,65,655.0,4.030773639678955
H3K27ac,A549 G4+ enhancer,66,665.0,4.050015449523926
H3K27ac,A549 G4+ enhancer,67,675.0,4.075719833374023
H3K27ac,A549 G4+ enhancer,68,685.0,4.095422744750977
H3K27ac,A549 G4+ enhancer,69,695.0,4.115813732147217
H3K27ac,A549 G4+ enhancer,70,705.0,4.124133110046387
H3K27ac,A549 G4+ enhancer,71,715.0,4.128232955932617
H3K27ac,A549 G4+ enhancer,72,725.0,4.134285926818848
H3K27ac,A549 G4+ enhancer,73,735.0,4.133829593658447
H3K27ac,A549 G4+ enhancer,74,745.0,4.123867988586426
H3K27ac,A549 G4+ enhancer,75,755.0,4.106897830963135
H3K27ac,A549 G4+ enhancer,76,765.0,4.089722156524658
H3K27ac,A549 G4+ enhancer,77,775.0,4.0911784172058105
H3K27ac,A549 G4+ enhancer,78,785.0,4.095663547515869
H3K27ac,A549 G4+ enhancer,79,795.0,4.110256195068359
H3K27ac,A549 G4+ enhancer,80,805.0,4.130356788635254
H3K27ac,A549 G4+ enhancer,81,815.0,4.149930477142334
H3K27ac,A549 G4+ enhancer,82,825.0,4.162042140960693
H3K27ac,A549 G4+ enhancer,83,835.0,4.1662139892578125
H3K27ac,A549 G4+ enhancer,84,845.0,4.168387413024902
H3K27ac,A549 G4+ enhancer,85,855.0,4.173372268676758
H3K27ac,A549 G4+ enhancer,86,865.0,4.171584129333496
H3K27ac,A549 G4+ enhancer,87,875.0,4.173299312591553
H3K27ac,A549 G4+ enhancer,88,885.0,4.171817302703857
H3K27ac,A549 G4+ enhancer,89,895.0,4.17457389831543
H3K27ac,A549 G4+ enhancer,90,905.0,4.1806416511535645
H3K27ac,A549 G4+ enhancer,91,915.0,4.181814193725586
H3K27ac,A549 G4+ enhancer,92,925.0,4.187013149261475
H3K27ac,A549 G4+ enhancer,93,935.0,4.188688278198242
H3K27ac,A549 G4+ enhancer,94,945.0,4.185596466064453
H3K27ac,A549 G4+ enhancer,95,955.0,4.179599761962891
H3K27ac,A549 G4+ enhancer,96,965.0,4.1673431396484375
H3K27ac,A549 G4+ enhancer,97,975.0,4.158265590667725
H3K27ac,A549 G4+ enhancer,98,985.0,4.1443562507629395
H3K27ac,A549 G4+ enhancer,99,995.0,4.136786460876465
H3K27ac,HEK293T G4+ promoter,0,5.0,3.9611334800720215
H3K27ac,HEK293T G4+ promoter,1,15.0,3.959434747695923
H3K27ac,HEK293T G4+ promoter,2,25.0,3.968569278717041
H3K27ac,HEK293T G4+ promoter,3,35.0,3.988297700881958
H3K27ac,HEK293T G4+ promoter,4,45.0,4.008232593536377
H3K27ac,HEK293T G4+ promoter,5,55.0,4.0217156410217285
H3K27ac,HEK293T G4+ promoter,6,65.0,4.026706218719482
H3K27ac,HEK293T G4+ promoter,7,75.0,4.022959232330322
H3K27ac,HEK293T G4+ promoter,8,85.0,4.01619815826416
H3K27ac,HEK293T G4+ promoter,9,95.0,4.006690979003906
H3K27ac,HEK293T G4+ promoter,10,105.0,4.00126314163208
H3K27ac,HEK293T G4+ promoter,11,115.0,4.001919269561768
H3K27ac,HEK293T G4+ promoter,12,125.0,4.005040168762207
H3K27ac,HEK293T G4+ promoter,13,135.0,4.007632255554199
H3K27ac,HEK293T G4+ promoter,14,145.0,4.01186990737915
H3K27ac,HEK293T G4+ promoter,15,155.0,4.017675399780273
H3K27ac,HEK293T G4+ promoter,16,165.0,4.020298480987549
H3K27ac,HEK293T G4+ promoter,17,175.0,4.011073589324951
H3K27ac,HEK293T G4+ promoter,18,185.0,3.9936859607696533
H3K27ac,HEK293T G4+ promoter,19,195.0,3.9816620349884033
H3K27ac,HEK293T G4+ promoter,20,205.0,3.975276470184326
H3K27ac,HEK293T G4+ promoter,21,215.0,3.980681896209717
H3K27ac,HEK293T G4+ promoter,22,225.0,3.9983930587768555
H3K27ac,HEK293T G4+ promoter,23,235.0,4.0232415199279785
H3K27ac,HEK293T G4+ promoter,24,245.0,4.0413336753845215
H3K27ac,HEK293T G4+ promoter,25,255.0,4.054680347442627
H3K27ac,HEK293T G4+ promoter,26,265.0,4.055184364318848
H3K27ac,HEK293T G4+ promoter,27,275.0,4.0605573654174805
H3K27ac,HEK293T G4+ promoter,28,285.0,4.064826011657715
H3K27ac,HEK293T G4+ promoter,29,295.0,4.064321517944336
H3K27ac,HEK293T G4+ promoter,30,305.0,4.056737422943115
H3K27ac,HEK293T G4+ promoter,31,315.0,4.036839962005615
H3K27ac,HEK293T G4+ promoter,32,325.0,4.0120930671691895
H3K27ac,HEK293T G4+ promoter,33,335.0,3.995455741882324
H3K27ac,HEK293T G4+ promoter,34,345.0,3.9896278381347656
H3K27ac,HEK293T G4+ promoter,35,355.0,3.995346784591675
H3K27ac,HEK293T G4+ promoter,36,365.0,3.996814727783203
H3K27ac,HEK293T G4+ promoter,37,375.0,3.9943692684173584
H3K27ac,HEK293T G4+ promoter,38,385.0,3.984614133834839
H3K27ac,HEK293T G4+ promoter,39,395.0,3.9671218395233154
H3K27ac,HEK293T G4+ promoter,40,405.0,3.9512288570404053
H3K27ac,HEK293T G4+ promoter,41,415.0,3.9351725578308105
H3K27ac,HEK293T G4+ promoter,42,425.0,3.918256998062134
H3K27ac,HEK293T G4+ promoter,43,435.0,3.9081506729125977
H3K27ac,HEK293T G4+ promoter,44,445.0,3.904773473739624
H3K27ac,HEK293T G4+ promoter,45,455.0,3.9156835079193115
H3K27ac,HEK293T G4+ promoter,46,465.0,3.93804669380188
H3K27ac,HEK293T G4+ promoter,47,475.0,3.967878580093384
H3K27ac,HEK293T G4+ promoter,48,485.0,3.9837629795074463
H3K27ac,HEK293T G4+ promoter,49,495.0,3.9761922359466553
H3K27ac,HEK293T G4+ promoter,50,505.0,3.9738433361053467
H3K27ac,HEK293T G4+ promoter,51,515.0,3.992605447769165
H3K27ac,HEK293T G4+ promoter,52,525.0,3.9911818504333496
H3K27ac,HEK293T G4+ promoter,53,535.0,3.983513832092285
H3K27ac,HEK293T G4+ promoter,54,545.0,3.9761106967926025
H3K27ac,HEK293T G4+ promoter,55,555.0,3.972330331802368
H3K27ac,HEK293T G4+ promoter,56,565.0,3.966191291809082
H3K27ac,HEK293T G4+ promoter,57,575.0,3.9595232009887695
H3K27ac,HEK293T G4+ promoter,58,585.0,3.959986925125122
H3K27ac,HEK293T G4+ promoter,59,595.0,3.9741005897521973
H3K27ac,HEK293T G4+ promoter,60,605.0,3.9886064529418945
H3K27ac,HEK293T G4+ promoter,61,615.0,4.004941940307617
H3K27ac,HEK293T G4+ promoter,62,625.0,4.013432502746582
H3K27ac,HEK293T G4+ promoter,63,635.0,4.015947341918945
H3K27ac,HEK293T G4+ promoter,64,645.0,4.018004417419434
H3K27ac,HEK293T G4+ promoter,65,655.0,4.024506092071533
H3K27ac,HEK293T G4+ promoter,66,665.0,4.040621757507324
H3K27ac,HEK293T G4+ promoter,67,675.0,4.062105178833008
H3K27ac,HEK293T G4+ promoter,68,685.0,4.083033561706543
H3K27ac,HEK293T G4+ promoter,69,695.0,4.097864627838135
H3K27ac,HEK293T G4+ promoter,70,705.0,4.1088175773620605
H3K27ac,HEK293T G4+ promoter,71,715.0,4.11448335647583
H3K27ac,HEK293T G4+ promoter,72,725.0,4.116122722625732
H3K27ac,HEK293T G4+ promoter,73,735.0,4.111062526702881
H3K27ac,HEK293T G4+ promoter,74,745.0,4.0989813804626465
H3K27ac,HEK293T G4+ promoter,75,755.0,4.083761692047119
H3K27ac,HEK293T G4+ promoter,76,765.0,4.06826114654541
H3K27ac,HEK293T G4+ promoter,77,775.0,4.06197452545166
H3K27ac,HEK293T G4+ promoter,78,785.0,4.069577217102051
H3K27ac,HEK293T G4+ promoter,79,795.0,4.090973377227783
H3K27ac,HEK293T G4+ promoter,80,805.0,4.115320682525635
H3K27ac,HEK293T G4+ promoter,81,815.0,4.137124061584473
H3K27ac,HEK293T G4+ promoter,82,825.0,4.1491546630859375
H3K27ac,HEK293T G4+ promoter,83,835.0,4.15504264831543
H3K27ac,HEK293T G4+ promoter,84,845.0,4.1556525230407715
H3K27ac,HEK293T G4+ promoter,85,855.0,4.155725955963135
H3K27ac,HEK293T G4+ promoter,86,865.0,4.159367561340332
H3K27ac,HEK293T G4+ promoter,87,875.0,4.160661697387695
H3K27ac,HEK293T G4+ promoter,88,885.0,4.165257453918457
H3K27ac,HEK293T G4+ promoter,89,895.0,4.167776584625244
H3K27ac,HEK293T G4+ promoter,90,905.0,4.173777103424072
H3K27ac,HEK293T G4+ promoter,91,915.0,4.179004192352295
H3K27ac,HEK293T G4+ promoter,92,925.0,4.185257434844971
H3K27ac,HEK293T G4+ promoter,93,935.0,4.187356472015381
H3K27ac,HEK293T G4+ promoter,94,945.0,4.1823039054870605
H3K27ac,HEK293T G4+ promoter,95,955.0,4.173663139343262
H3K27ac,HEK293T G4+ promoter,96,965.0,4.159889221191406
H3K27ac,HEK293T G4+ promoter,97,975.0,4.14712381362915
H3K27ac,HEK293T G4+ promoter,98,985.0,4.135169506072998
H3K27ac,HEK293T G4+ promoter,99,995.0,4.126152515411377
H3K27ac,HEK293T G4+ enhancer,0,5.0,4.046771049499512
H3K27ac,HEK293T G4+ enhancer,1,15.0,4.042742729187012
H3K27ac,HEK293T G4+ enhancer,2,25.0,4.051170825958252
H3K27ac,HEK293T G4+ enhancer,3,35.0,4.0649566650390625
H3K27ac,HEK293T G4+ enhancer,4,45.0,4.077675819396973
H3K27ac,HEK293T G4+ enhancer,5,55.0,4.0891642570495605
H3K27ac,HEK293T G4+ enhancer,6,65.0,4.099474906921387
H3K27ac,HEK293T G4+ enhancer,7,75.0,4.099368095397949
H3K27ac,HEK293T G4+ enhancer,8,85.0,4.093052387237549
H3K27ac,HEK293T G4+ enhancer,9,95.0,4.084052562713623
H3K27ac,HEK293T G4+ enhancer,10,105.0,4.076636791229248
H3K27ac,HEK293T G4+ enhancer,11,115.0,4.071312427520752
H3K27ac,HEK293T G4+ enhancer,12,125.0,4.067515850067139
H3K27ac,HEK293T G4+ enhancer,13,135.0,4.0697245597839355
H3K27ac,HEK293T G4+ enhancer,14,145.0,4.074842929840088
H3K27ac,HEK293T G4+ enhancer,15,155.0,4.083861351013184
H3K27ac,HEK293T G4+ enhancer,16,165.0,4.088711738586426
H3K27ac,HEK293T G4+ enhancer,17,175.0,4.084008693695068
H3K27ac,HEK293T G4+ enhancer,18,185.0,4.075555324554443
H3K27ac,HEK293T G4+ enhancer,19,195.0,4.065785884857178
H3K27ac,HEK293T G4+ enhancer,20,205.0,4.065692901611328
H3K27ac,HEK293T G4+ enhancer,21,215.0,4.080776214599609
H3K27ac,HEK293T G4+ enhancer,22,225.0,4.109134674072266
H3K27ac,HEK293T G4+ enhancer,23,235.0,4.13772439956665
H3K27ac,HEK293T G4+ enhancer,24,245.0,4.162174224853516
H3K27ac,HEK293T G4+ enhancer,25,255.0,4.178154945373535
H3K27ac,HEK293T G4+ enhancer,26,265.0,4.186248302459717
H3K27ac,HEK293T G4+ enhancer,27,275.0,4.1996259689331055
H3K27ac,HEK293T G4+ enhancer,28,285.0,4.213451862335205
H3K27ac,HEK293T G4+ enhancer,29,295.0,4.228082180023193
H3K27ac,HEK293T G4+ enhancer,30,305.0,4.23679256439209
H3K27ac,HEK293T G4+ enhancer,31,315.0,4.234344482421875
H3K27ac,HEK293T G4+ enhancer,32,325.0,4.22226619720459
H3K27ac,HEK293T G4+ enhancer,33,335.0,4.209635257720947
H3K27ac,HEK293T G4+ enhancer,34,345.0,4.202925682067871
H3K27ac,HEK293T G4+ enhancer,35,355.0,4.2089524269104
H3K27ac,HEK293T G4+ enhancer,36,365.0,4.214157581329346
H3K27ac,HEK293T G4+ enhancer,37,375.0,4.209908962249756
H3K27ac,HEK293T G4+ enhancer,38,385.0,4.202459335327148
H3K27ac,HEK293T G4+ enhancer,39,395.0,4.185136318206787
H3K27ac,HEK293T G4+ enhancer,40,405.0,4.168515682220459
H3K27ac,HEK293T G4+ enhancer,41,415.0,4.149281024932861
H3K27ac,HEK293T G4+ enhancer,42,425.0,4.131305694580078
H3K27ac,HEK293T G4+ enhancer,43,435.0,4.114639759063721
H3K27ac,HEK293T G4+ enhancer,44,445.0,4.11025333404541
H3K27ac,HEK293T G4+ enhancer,45,455.0,4.117549896240234
H3K27ac,HEK293T G4+ enhancer,46,465.0,4.147599220275879
H3K27ac,HEK293T G4+ enhancer,47,475.0,4.182369709014893
H3K27ac,HEK293T G4+ enhancer,48,485.0,4.198513507843018
H3K27ac,HEK293T G4+ enhancer,49,495.0,4.1901936531066895
H3K27ac,HEK293T G4+ enhancer,50,505.0,4.188131332397461
H3K27ac,HEK293T G4+ enhancer,51,515.0,4.203612804412842
H3K27ac,HEK293T G4+ enhancer,52,525.0,4.2024993896484375
H3K27ac,HEK293T G4+ enhancer,53,535.0,4.187166690826416
H3K27ac,HEK293T G4+ enhancer,54,545.0,4.1774797439575195
H3K27ac,HEK293T G4+ enhancer,55,555.0,4.1727986335754395
H3K27ac,HEK293T G4+ enhancer,56,565.0,4.1688690185546875
H3K27ac,HEK293T G4+ enhancer,57,575.0,4.165058612823486
H3K27ac,HEK293T G4+ enhancer,58,585.0,4.167886734008789
H3K27ac,HEK293T G4+ enhancer,59,595.0,4.1840643882751465
H3K27ac,HEK293T G4+ enhancer,60,605.0,4.200791835784912
H3K27ac,HEK293T G4+ enhancer,61,615.0,4.216246128082275
H3K27ac,HEK293T G4+ enhancer,62,625.0,4.223259449005127
H3K27ac,HEK293T G4+ enhancer,63,635.0,4.223140239715576
H3K27ac,HEK293T G4+ enhancer,64,645.0,4.225026607513428
H3K27ac,HEK293T G4+ enhancer,65,655.0,4.22961950302124
H3K27ac,HEK293T G4+ enhancer,66,665.0,4.239266872406006
H3K27ac,HEK293T G4+ enhancer,67,675.0,4.25139856338501
H3K27ac,HEK293T G4+ enhancer,68,685.0,4.259770393371582
H3K27ac,HEK293T G4+ enhancer,69,695.0,4.266365051269531
H3K27ac,HEK293T G4+ enhancer,70,705.0,4.2696638107299805
H3K27ac,HEK293T G4+ enhancer,71,715.0,4.271453380584717
H3K27ac,HEK293T G4+ enhancer,72,725.0,4.2692718505859375
H3K27ac,HEK293T G4+ enhancer,73,735.0,4.266380310058594
H3K27ac,HEK293T G4+ enhancer,74,745.0,4.258589267730713
H3K27ac,HEK293T G4+ enhancer,75,755.0,4.246826648712158
H3K27ac,HEK293T G4+ enhancer,76,765.0,4.234971523284912
H3K27ac,HEK293T G4+ enhancer,77,775.0,4.2303900718688965
H3K27ac,HEK293T G4+ enhancer,78,785.0,4.233145713806152
H3K27ac,HEK293T G4+ enhancer,79,795.0,4.2413530349731445
H3K27ac,HEK293T G4+ enhancer,80,805.0,4.251379489898682
H3K27ac,HEK293T G4+ enhancer,81,815.0,4.256683349609375
H3K27ac,HEK293T G4+ enhancer,82,825.0,4.257755756378174
H3K27ac,HEK293T G4+ enhancer,83,835.0,4.2565789222717285
H3K27ac,HEK293T G4+ enhancer,84,845.0,4.256896018981934
H3K27ac,HEK293T G4+ enhancer,85,855.0,4.259094715118408
H3K27ac,HEK293T G4+ enhancer,86,865.0,4.261571884155273
H3K27ac,HEK293T G4+ enhancer,87,875.0,4.261587619781494
H3K27ac,HEK293T G4+ enhancer,88,885.0,4.260461330413818
H3K27ac,HEK293T G4+ enhancer,89,895.0,4.260399341583252
H3K27ac,HEK293T G4+ enhancer,90,905.0,4.261112689971924
H3K27ac,HEK293T G4+ enhancer,91,915.0,4.261826992034912
H3K27ac,HEK293T G4+ enhancer,92,925.0,4.264883518218994
H3K27ac,HEK293T G4+ enhancer,93,935.0,4.265769004821777
H3K27ac,HEK293T G4+ enhancer,94,945.0,4.266108512878418
H3K27ac,HEK293T G4+ enhancer,95,955.0,4.265204429626465
H3K27ac,HEK293T G4+ enhancer,96,965.0,4.262991428375244
H3K27ac,HEK293T G4+ enhancer,97,975.0,4.259571075439453
H3K27ac,HEK293T G4+ enhancer,98,985.0,4.2539753913879395
H3K27ac,HEK293T G4+ enhancer,99,995.0,4.249454498291016
ATAC,A549 G4+ promoter,0,5.0,4.458276271820068
ATAC,A549 G4+ promoter,1,15.0,4.458128452301025
ATAC,A549 G4+ promoter,2,25.0,4.45799446105957
ATAC,A549 G4+ promoter,3,35.0,4.458120822906494
ATAC,A549 G4+ promoter,4,45.0,4.460598945617676
ATAC,A549 G4+ promoter,5,55.0,4.464393138885498
ATAC,A549 G4+ promoter,6,65.0,4.465499401092529
ATAC,A549 G4+ promoter,7,75.0,4.4666900634765625
ATAC,A549 G4+ promoter,8,85.0,4.465770244598389
ATAC,A549 G4+ promoter,9,95.0,4.465628147125244
ATAC,A549 G4+ promoter,10,105.0,4.466825485229492
ATAC,A549 G4+ promoter,11,115.0,4.467006683349609
ATAC,A549 G4+ promoter,12,125.0,4.464993476867676
ATAC,A549 G4+ promoter,13,135.0,4.463432788848877
ATAC,A549 G4+ promoter,14,145.0,4.460568904876709
ATAC,A549 G4+ promoter,15,155.0,4.4576263427734375
ATAC,A549 G4+ promoter,16,165.0,4.454900741577148
ATAC,A549 G4+ promoter,17,175.0,4.455026626586914
ATAC,A549 G4+ promoter,18,185.0,4.455850601196289
ATAC,A549 G4+ promoter,19,195.0,4.458014965057373
ATAC,A549 G4+ promoter,20,205.0,4.458171367645264
ATAC,A549 G4+ promoter,21,215.0,4.455480098724365
ATAC,A549 G4+ promoter,22,225.0,4.450719356536865
ATAC,A549 G4+ promoter,23,235.0,4.446465015411377
ATAC,A549 G4+ promoter,24,245.0,4.441583156585693
ATAC,A549 G4+ promoter,25,255.0,4.439262390136719
ATAC,A549 G4+ promoter,26,265.0,4.438704490661621
ATAC,A549 G4+ promoter,27,275.0,4.4371795654296875
ATAC,A549 G4+ promoter,28,285.0,4.432332992553711
ATAC,A549 G4+ promoter,29,295.0,4.427935600280762
ATAC,A549 G4+ promoter,30,305.0,4.421736717224121
ATAC,A549 G4+ promoter,31,315.0,4.414957046508789
ATAC,A549 G4+ promoter,32,325.0,4.408048629760742
ATAC,A549 G4+ promoter,33,335.0,4.402294158935547
ATAC,A549 G4+ promoter,34,345.0,4.398836612701416
ATAC,A549 G4+ promoter,35,355.0,4.398082733154297
ATAC,A549 G4+ promoter,36,365.0,4.399986267089844
ATAC,A549 G4+ promoter,37,375.0,4.401042461395264
ATAC,A549 G4+ promoter,38,385.0,4.399425983428955
ATAC,A549 G4+ promoter,39,395.0,4.392917156219482
ATAC,A549 G4+ promoter,40,405.0,4.3860039710998535
ATAC,A549 G4+ promoter,41,415.0,4.380622386932373
ATAC,A549 G4+ promoter,42,425.0,4.378930568695068
ATAC,A549 G4+ promoter,43,435.0,4.3824968338012695
ATAC,A549 G4+ promoter,44,445.0,4.38850212097168
ATAC,A549 G4+ promoter,45,455.0,4.392920970916748
ATAC,A549 G4+ promoter,46,465.0,4.396183967590332
ATAC,A549 G4+ promoter,47,475.0,4.395901679992676
ATAC,A549 G4+ promoter,48,485.0,4.38588285446167
ATAC,A549 G4+ promoter,49,495.0,4.3704938888549805
ATAC,A549 G4+ promoter,50,505.0,4.368322372436523
ATAC,A549 G4+ promoter,51,515.0,4.383462905883789
ATAC,A549 G4+ promoter,52,525.0,4.389651775360107
ATAC,A549 G4+ promoter,53,535.0,4.38864803314209
ATAC,A549 G4+ promoter,54,545.0,4.3864240646362305
ATAC,A549 G4+ promoter,55,555.0,4.384275436401367
ATAC,A549 G4+ promoter,56,565.0,4.382852077484131
ATAC,A549 G4+ promoter,57,575.0,4.379144191741943
ATAC,A549 G4+ promoter,58,585.0,4.376077651977539
ATAC,A549 G4+ promoter,59,595.0,4.372703552246094
ATAC,A549 G4+ promoter,60,605.0,4.371090412139893
ATAC,A549 G4+ promoter,61,615.0,4.372054100036621
ATAC,A549 G4+ promoter,62,625.0,4.375846862792969
ATAC,A549 G4+ promoter,63,635.0,4.379402160644531
ATAC,A549 G4+ promoter,64,645.0,4.380760669708252
ATAC,A549 G4+ promoter,65,655.0,4.380373477935791
ATAC,A549 G4+ promoter,66,665.0,4.37872314453125
ATAC,A549 G4+ promoter,67,675.0,4.378528594970703
ATAC,A549 G4+ promoter,68,685.0,4.379310131072998
ATAC,A549 G4+ promoter,69,695.0,4.3829731941223145
ATAC,A549 G4+ promoter,70,705.0,4.384312629699707
ATAC,A549 G4+ promoter,71,715.0,4.3840742111206055
ATAC,A549 G4+ promoter,72,725.0,4.380821228027344
