mark,group,bin,position_bp,epi_marg
H3K4me3,A549 G4+ all,51,515.0,0.025924930348992348
H3K4me3,A549 G4+ all,52,525.0,0.022021394222974777
H3K4me3,A549 G4+ all,53,535.0,0.018125690519809723
H3K4me3,A549 G4+ all,54,545.0,0.012997068464756012
H3K4me3,A549 G4+ all,55,555.0,0.006725707091391087
H3K4me3,A549 G4+ all,56,565.0,0.003422999056056142
H3K4me3,A549 G4+ all,57,575.0,0.0035913316532969475
H3K4me3,A549 G4+ all,58,585.0,0.009273265488445759
H3K4me3,A549 G4+ all,59,595.0,0.005995714571326971
H3K4me3,A549 G4+ all,60,605.0,0.0016078832559287548
H3K4me3,A549 G4+ all,61,615.0,0.0019427246879786253
H3K4me3,A549 G4+ all,62,625.0,0.0037501095794141293
H3K4me3,A549 G4+ all,63,635.0,0.0042727552354335785
H3K4me3,A549 G4+ all,64,645.0,0.003573610447347164
H3K4me3,A549 G4+ all,65,655.0,0.007591563276946545
H3K4me3,A549 G4+ all,66,665.0,0.0067725032567977905
H3K4me3,A549 G4+ all,67,675.0,0.004468006081879139
H3K4me3,A549 G4+ all,68,685.0,0.00466150464490056
H3K4me3,A549 G4+ all,69,695.0,0.004699863493442535
H3K4me3,A549 G4+ all,70,705.0,0.004834865685552359
H3K4me3,A549 G4+ all,71,715.0,0.006076146382838488
H3K4me3,A549 G4+ all,72,725.0,0.006672545801848173
H3K4me3,A549 G4+ all,73,735.0,0.006116777192801237
H3K4me3,A549 G4+ all,74,745.0,0.007462045177817345
H3K4me3,A549 G4+ all,75,755.0,0.009733285754919052
H3K4me3,A549 G4+ all,76,765.0,0.011185063049197197
H3K4me3,A549 G4+ all,77,775.0,0.010451260954141617
H3K4me3,A549 G4+ all,78,785.0,0.00757979741320014
H3K4me3,A549 G4+ all,79,795.0,0.007433969993144274
H3K4me3,A549 G4+ all,80,805.0,0.008848250843584538
H3K4me3,A549 G4+ all,81,815.0,0.009972215630114079
H3K4me3,A549 G4+ all,82,825.0,0.012049734592437744
H3K4me3,A549 G4+ all,83,835.0,0.01844196766614914
H3K4me3,A549 G4+ all,84,845.0,0.0101371631026268
H3K4me3,A549 G4+ all,85,855.0,0.006990526802837849
H3K4me3,A549 G4+ all,86,865.0,0.008763153105974197
H3K4me3,A549 G4+ all,87,875.0,0.01010005734860897
H3K4me3,A549 G4+ all,88,885.0,0.008383359760046005
H3K4me3,A549 G4+ all,89,895.0,0.007127590011805296
H3K4me3,A549 G4+ all,90,905.0,0.01502481009811163
H3K4me3,A549 G4+ all,91,915.0,0.023899689316749573
H3K4me3,A549 G4+ all,92,925.0,0.011478236876428127
H3K4me3,A549 G4+ all,93,935.0,0.008851478807628155
H3K4me3,A549 G4+ all,94,945.0,0.008855638094246387
H3K4me3,A549 G4+ all,95,955.0,0.008300494402647018
H3K4me3,A549 G4+ all,96,965.0,0.009330535307526588
H3K4me3,A549 G4+ all,97,975.0,0.010502764023840427
H3K4me3,A549 G4+ all,98,985.0,0.01375508215278387
H3K4me3,A549 G4+ all,99,995.0,0.04088396206498146
H3K4me3,A549 G4+ promoter,0,5.0,0.02424953505396843
H3K4me3,A549 G4+ promoter,1,15.0,0.013215769082307816
H3K4me3,A549 G4+ promoter,2,25.0,0.006990252528339624
H3K4me3,A549 G4+ promoter,3,35.0,0.002907069865614176
H3K4me3,A549 G4+ promoter,4,45.0,0.0024974176194518805
H3K4me3,A549 G4+ promoter,5,55.0,0.0035553178749978542
H3K4me3,A549 G4+ promoter,6,65.0,0.005112007725983858
H3K4me3,A549 G4+ promoter,7,75.0,0.009342256933450699
H3K4me3,A549 G4+ promoter,8,85.0,0.01435822993516922
H3K4me3,A549 G4+ promoter,9,95.0,0.009076486341655254
H3K4me3,A549 G4+ promoter,10,105.0,0.007776534650474787
H3K4me3,A549 G4+ promoter,11,115.0,0.008333372883498669
H3K4me3,A549 G4+ promoter,12,125.0,0.006885533221065998
H3K4me3,A549 G4+ promoter,13,135.0,0.005465499125421047
H3K4me3,A549 G4+ promoter,14,145.0,0.01009373925626278
H3K4me3,A549 G4+ promoter,15,155.0,0.025486238300800323
H3K4me3,A549 G4+ promoter,16,165.0,0.013043556362390518
H3K4me3,A549 G4+ promoter,17,175.0,0.0091735003516078
H3K4me3,A549 G4+ promoter,18,185.0,0.01129501685500145
H3K4me3,A549 G4+ promoter,19,195.0,0.01113121397793293
H3K4me3,A549 G4+ promoter,20,205.0,0.009272170253098011
H3K4me3,A549 G4+ promoter,21,215.0,0.00869140587747097
H3K4me3,A549 G4+ promoter,22,225.0,0.008070486597716808
H3K4me3,A549 G4+ promoter,23,235.0,0.007833407260477543
H3K4me3,A549 G4+ promoter,24,245.0,0.008250641636550426
H3K4me3,A549 G4+ promoter,25,255.0,0.008846886456012726
H3K4me3,A549 G4+ promoter,26,265.0,0.008173942565917969
H3K4me3,A549 G4+ promoter,27,275.0,0.0053159380331635475
H3K4me3,A549 G4+ promoter,28,285.0,0.003970643971115351
H3K4me3,A549 G4+ promoter,29,295.0,0.005006850231438875
H3K4me3,A549 G4+ promoter,30,305.0,0.005803829059004784
H3K4me3,A549 G4+ promoter,31,315.0,0.004931402858346701
H3K4me3,A549 G4+ promoter,32,325.0,0.006028158590197563
H3K4me3,A549 G4+ promoter,33,335.0,0.013435441069304943
H3K4me3,A549 G4+ promoter,34,345.0,0.00919494777917862
H3K4me3,A549 G4+ promoter,35,355.0,0.0029341070912778378
H3K4me3,A549 G4+ promoter,36,365.0,0.0025674805510789156
H3K4me3,A549 G4+ promoter,37,375.0,0.0035971489269286394
H3K4me3,A549 G4+ promoter,38,385.0,0.006200818344950676
H3K4me3,A549 G4+ promoter,39,395.0,0.009976034983992577
H3K4me3,A549 G4+ promoter,40,405.0,0.013332531787455082
H3K4me3,A549 G4+ promoter,41,415.0,0.0071430932730436325
H3K4me3,A549 G4+ promoter,42,425.0,0.0069005489349365234
H3K4me3,A549 G4+ promoter,43,435.0,0.009117850102484226
H3K4me3,A549 G4+ promoter,44,445.0,0.011482497677206993
H3K4me3,A549 G4+ promoter,45,455.0,0.01614225097000599
H3K4me3,A549 G4+ promoter,46,465.0,0.02176497131586075
H3K4me3,A549 G4+ promoter,47,475.0,0.025357535108923912
H3K4me3,A549 G4+ promoter,48,485.0,0.024777133017778397
H3K4me3,A549 G4+ promoter,49,495.0,0.023349516093730927
H3K4me3,A549 G4+ promoter,50,505.0,0.02359072118997574
H3K4me3,A549 G4+ promoter,51,515.0,0.024213656783103943
H3K4me3,A549 G4+ promoter,52,525.0,0.021156413480639458
H3K4me3,A549 G4+ promoter,53,535.0,0.01805989257991314
H3K4me3,A549 G4+ promoter,54,545.0,0.013231405057013035
H3K4me3,A549 G4+ promoter,55,555.0,0.006958009675145149
H3K4me3,A549 G4+ promoter,56,565.0,0.003498072037473321
H3K4me3,A549 G4+ promoter,57,575.0,0.003607494290918112
H3K4me3,A549 G4+ promoter,58,585.0,0.009294424206018448
H3K4me3,A549 G4+ promoter,59,595.0,0.006133010610938072
H3K4me3,A549 G4+ promoter,60,605.0,0.001658618450164795
H3K4me3,A549 G4+ promoter,61,615.0,0.0020863530226051807
H3K4me3,A549 G4+ promoter,62,625.0,0.004155527334660292
H3K4me3,A549 G4+ promoter,63,635.0,0.004699546843767166
H3K4me3,A549 G4+ promoter,64,645.0,0.003709332086145878
H3K4me3,A549 G4+ promoter,65,655.0,0.007785183843225241
H3K4me3,A549 G4+ promoter,66,665.0,0.007042950484901667
H3K4me3,A549 G4+ promoter,67,675.0,0.004640042316168547
H3K4me3,A549 G4+ promoter,68,685.0,0.0048467726446688175
H3K4me3,A549 G4+ promoter,69,695.0,0.004861266817897558
H3K4me3,A549 G4+ promoter,70,705.0,0.0049691591411828995
H3K4me3,A549 G4+ promoter,71,715.0,0.006267464719712734
H3K4me3,A549 G4+ promoter,72,725.0,0.006855188403278589
H3K4me3,A549 G4+ promoter,73,735.0,0.006223294883966446
H3K4me3,A549 G4+ promoter,74,745.0,0.007538160774856806
H3K4me3,A549 G4+ promoter,75,755.0,0.009903729893267155
H3K4me3,A549 G4+ promoter,76,765.0,0.011378003284335136
H3K4me3,A549 G4+ promoter,77,775.0,0.010681677609682083
H3K4me3,A549 G4+ promoter,78,785.0,0.00760664651170373
H3K4me3,A549 G4+ promoter,79,795.0,0.007430246099829674
H3K4me3,A549 G4+ promoter,80,805.0,0.008810780942440033
H3K4me3,A549 G4+ promoter,81,815.0,0.00992039404809475
H3K4me3,A549 G4+ promoter,82,825.0,0.012165375985205173
H3K4me3,A549 G4+ promoter,83,835.0,0.018989382311701775
H3K4me3,A549 G4+ promoter,84,845.0,0.01024725753813982
H3K4me3,A549 G4+ promoter,85,855.0,0.006869855336844921
H3K4me3,A549 G4+ promoter,86,865.0,0.008405678905546665
H3K4me3,A549 G4+ promoter,87,875.0,0.009623676538467407
H3K4me3,A549 G4+ promoter,88,885.0,0.008171149529516697
H3K4me3,A549 G4+ promoter,89,895.0,0.007096509449183941
H3K4me3,A549 G4+ promoter,90,905.0,0.015394210815429688
H3K4me3,A549 G4+ promoter,91,915.0,0.024556929245591164
H3K4me3,A549 G4+ promoter,92,925.0,0.011538462713360786
H3K4me3,A549 G4+ promoter,93,935.0,0.00860368087887764
H3K4me3,A549 G4+ promoter,94,945.0,0.008554494939744473
