cell_type,mark,mean_signal
A549,H3K4me3,0.17969860136508942
A549,H3K4me3,0.16834253072738647
A549,H3K4me3,0.1475580483675003
A549,H3K4me3,0.13054461777210236
A549,H3K4me3,0.13559728860855103
A549,H3K4me3,0.14255297183990479
A549,H3K4me3,0.14387241005897522
A549,H3K4me3,0.19213709235191345
A549,H3K4me3,0.19360308349132538
A549,H3K4me3,0.003312445245683193
A549,H3K4me3,0.0033418061211705208
A549,H3K4me3,0.003341806586831808
A549,H3K4me3,0.0033431565389037132
A549,H3K4me3,0.003343156771734357
A549,H3K4me3,0.0034534744918346405
A549,H3K4me3,0.0059184846468269825
A549,H3K4me3,0.007755626458674669
A549,H3K4me3,0.008262015879154205
A549,H3K4me3,0.12525568902492523
A549,H3K4me3,0.11637245118618011
A549,H3K4me3,0.11434674263000488
A549,H3K4me3,0.0832173302769661
A549,H3K4me3,0.07695133239030838
A549,H3K4me3,0.07637859880924225
A549,H3K4me3,0.07840032875537872
A549,H3K4me3,0.0753757581114769
A549,H3K4me3,0.06294335424900055
A549,H3K4me3,0.05894210934638977
A549,H3K4me3,6.645372923230752e-05
A549,H3K4me3,9.536077413940802e-05
A549,H3K4me3,0.00010088302224176005
A549,H3K4me3,0.00010118399950442836
A549,H3K4me3,0.007256224751472473
A549,H3K4me3,0.007026788778603077
A549,H3K4me3,0.0062851132825016975
A549,H3K4me3,0.004773460328578949
A549,H3K4me3,0.004109871108084917
A549,H3K4me3,0.0006941580213606358
A549,H3K4me3,0.14489585161209106
A549,H3K4me3,0.1386292427778244
A549,H3K4me3,0.11049500852823257
A549,H3K4me3,0.0963515192270279
A549,H3K4me3,0.06594408303499222
A549,H3K4me3,0.048508528620004654
A549,H3K4me3,0.04491528123617172
A549,H3K4me3,0.0366985909640789
A549,H3K4me3,0.03399050980806351
A549,H3K4me3,0.03379746153950691
A549,H3K4me3,0.033645085990428925
A549,H3K4me3,0.1820026934146881
A549,H3K4me3,0.1141366958618164
A549,H3K4me3,0.09029252082109451
A549,H3K4me3,0.06698273867368698
A549,H3K4me3,0.037157248705625534
A549,H3K4me3,0.025380082428455353
A549,H3K4me3,0.021968109533190727
A549,H3K4me3,0.02102603390812874
A549,H3K4me3,0.019154343754053116
A549,H3K4me3,0.018012581393122673
A549,H3K4me3,0.017637228593230247
A549,H3K4me3,0.029587021097540855
A549,H3K4me3,0.03187734633684158
A549,H3K4me3,0.03739507123827934
A549,H3K4me3,0.042139843106269836
A549,H3K4me3,0.043915100395679474
A549,H3K4me3,0.041778068989515305
A549,H3K4me3,0.03843154013156891
A549,H3K4me3,0.038590122014284134
A549,H3K4me3,0.03813382238149643
A549,H3K4me3,0.05328608676791191
A549,H3K4me3,0.05675247311592102
A549,H3K4me3,0.056769777089357376
A549,H3K4me3,0.05681835114955902
A549,H3K4me3,0.056847769767045975
A549,H3K4me3,0.055944494903087616
A549,H3K4me3,0.041047245264053345
A549,H3K4me3,9.223432425642386e-05
A549,H3K4me3,0.0320047028362751
A549,H3K4me3,0.037543971091508865
A549,H3K4me3,0.03995383903384209
A549,H3K4me3,0.040847525000572205
A549,H3K4me3,0.04222330078482628
A549,H3K4me3,0.04348361864686012
A549,H3K4me3,0.04548216238617897
A549,H3K4me3,0.0006554839201271534
A549,H3K4me3,0.00029363733483478427
A549,H3K4me3,0.03437722846865654
A549,H3K4me3,0.012015504762530327
A549,H3K4me3,0.004204410128295422
A549,H3K4me3,0.004529114346951246
A549,H3K4me3,0.004722327459603548
A549,H3K4me3,0.004861605353653431
A549,H3K4me3,0.00496332673355937
A549,H3K4me3,0.004961143247783184
A549,H3K4me3,0.004956421907991171
A549,H3K4me3,0.006620433647185564
A549,H3K4me3,0.006660504266619682
A549,H3K4me3,0.006635850761085749
A549,H3K4me3,0.005776210688054562
A549,H3K4me3,0.05366252362728119
A549,H3K4me3,0.08005321025848389
A549,H3K4me3,0.0761980414390564
A549,H3K4me3,0.061893340200185776
A549,H3K4me3,0.061006832867860794
A549,H3K4me3,0.0647142305970192
A549,H3K4me3,0.04773622378706932
A549,H3K4me3,0.052847184240818024
A549,H3K4me3,0.016639379784464836
A549,H3K4me3,0.04840153828263283
A549,H3K4me3,0.025199202820658684
A549,H3K4me3,0.01720493659377098
A549,H3K4me3,0.014438256621360779
A549,H3K4me3,0.017762314528226852
A549,H3K4me3,0.025602200999855995
A549,H3K4me3,0.03207181766629219
A549,H3K4me3,0.03852175176143646
A549,H3K4me3,0.05096730217337608
A549,H3K4me3,0.050085052847862244
A549,H3K4me3,0.00016420283645857126
A549,H3K4me3,0.0024545006453990936
A549,H3K4me3,0.0026695490814745426
A549,H3K4me3,0.024181488901376724
A549,H3K4me3,0.024181289598345757
A549,H3K4me3,0.023089900612831116
A549,H3K4me3,0.02161143161356449
A549,H3K4me3,0.015026402659714222
A549,H3K4me3,0.025211330503225327
A549,H3K4me3,0.027140911668539047
A549,H3K4me3,0.03531353175640106
A549,H3K4me3,0.0327436700463295
A549,H3K4me3,0.030519315972924232
A549,H3K4me3,0.027333077043294907
A549,H3K4me3,0.030085770413279533
A549,H3K4me3,0.03873572498559952
A549,H3K4me3,0.04626812785863876
A549,H3K4me3,0.04788060113787651
A549,H3K4me3,0.048331696540117264
A549,H3K4me3,0.04753449186682701
A549,H3K4me3,0.046571068465709686
A549,H3K4me3,0.036334216594696045
A549,H3K4me3,0.03144853562116623
A549,H3K4me3,0.03863358870148659
A549,H3K4me3,0.06319860368967056
A549,H3K4me3,0.06771787256002426
A549,H3K4me3,0.11688141524791718
A549,H3K4me3,0.13319158554077148
A549,H3K4me3,0.1568526327610016
A549,H3K4me3,0.1448248326778412
A549,H3K4me3,0.00024271142319776118
A549,H3K4me3,7.957406342029572e-05
A549,H3K4me3,6.33665913483128e-05
A549,H3K4me3,6.298070366028696e-05
A549,H3K4me3,0.0014959581894800067
A549,H3K4me3,0.0021637650206685066
A549,H3K4me3,0.0007177369552664459
A549,H3K4me3,0.012800011783838272
A549,H3K4me3,0.013849028386175632
A549,H3K4me3,0.01444572675973177
A549,H3K4me3,0.014159630052745342
A549,H3K4me3,0.013938243500888348
A549,H3K4me3,0.013752445578575134
A549,H3K4me3,0.013363919220864773
A549,H3K4me3,0.007585757877677679
A549,H3K4me3,0.0017624797765165567
A549,H3K4me3,0.00020786628010682762
A549,H3K4me3,0.00017847940034698695
A549,H3K4me3,0.00022862279729451984
A549,H3K4me3,0.1631341278553009
A549,H3K4me3,0.16140542924404144
A549,H3K4me3,0.1600709706544876
A549,H3K4me3,0.1572321355342865
A549,H3K4me3,0.15375620126724243
A549,H3K4me3,0.15251155197620392
A549,H3K4me3,0.11012259870767593
A549,H3K4me3,0.12252333015203476
A549,H3K4me3,0.13181115686893463
A549,H3K4me3,0.1453811675310135
A549,H3K4me3,0.1514466255903244
A549,H3K4me3,8.945098670665175e-05
A549,H3K4me3,0.13570836186408997
A549,H3K4me3,0.15872736275196075
A549,H3K4me3,0.14714059233665466
A549,H3K4me3,0.14445221424102783
A549,H3K4me3,0.1358090490102768
A549,H3K4me3,0.1299905627965927
A549,H3K4me3,0.11392329633235931
A549,H3K4me3,0.10514253377914429
A549,H3K4me3,0.11204652488231659
A549,H3K4me3,0.11449955403804779
A549,H3K4me3,0.09766629338264465
A549,H3K4me3,0.04486778378486633
A549,H3K4me3,0.0036701629869639874
A549,H3K4me3,0.003882673569023609
A549,H3K4me3,0.004531733691692352
A549,H3K4me3,0.005370221100747585
A549,H3K4me3,0.005735023412853479
A549,H3K4me3,0.006018918938934803
A549,H3K4me3,0.006161916069686413
A549,H3K4me3,0.006438827607780695
A549,H3K4me3,0.0064438264816999435
A549,H3K4me3,0.005745415110141039
A549,H3K4me3,0.00540577806532383
A549,H3K4me3,0.004782476928085089
A549,H3K4me3,0.004100778140127659
A549,H3K4me3,0.003699603257700801
A549,H3K4me3,0.0037193826865404844
A549,H3K4me3,0.0034199398942291737
A549,H3K4me3,0.0003664296236820519
A549,H3K4me3,0.001827514381147921
A549,H3K4me3,0.010441833175718784
A549,H3K4me3,0.0118566220626235
A549,H3K4me3,0.012859429232776165
A549,H3K4me3,0.014365766197443008
A549,H3K4me3,0.014703522436320782
A549,H3K4me3,0.007335919886827469
A549,H3K4me3,5.216129284235649e-05
A549,H3K4me3,0.0013725613243877888
A549,H3K4me3,0.001925690216012299
A549,H3K4me3,0.004519413225352764
A549,H3K4me3,0.0054906574077904224
A549,H3K4me3,0.006067140959203243
A549,H3K4me3,0.006475526839494705
A549,H3K4me3,0.006666459143161774
A549,H3K4me3,0.005119022913277149
A549,H3K4me3,0.004417662508785725
A549,H3K4me3,0.003863569349050522
A549,H3K4me3,0.0033492574002593756
A549,H3K4me3,0.0022102571092545986
A549,H3K4me3,0.0007223309949040413
A549,H3K4me3,9.286196291213855e-05
A549,H3K4me3,0.0001587376609677449
A549,H3K4me3,0.13767355680465698
A549,H3K4me3,0.08993936330080032
A549,H3K4me3,0.04963246360421181
A549,H3K4me3,6.298070366028696e-05
A549,H3K4me3,0.018305247649550438
A549,H3K4me3,0.07156152278184891
A549,H3K4me3,0.07840721309185028
A549,H3K4me3,0.08389772474765778
A549,H3K4me3,0.09169607609510422
A549,H3K4me3,0.10360009223222733
A549,H3K4me3,0.08532442152500153
A549,H3K4me3,0.0003483499167487025
A549,H3K4me3,0.0007653037318959832
A549,H3K4me3,0.0033700834028422832
A549,H3K4me3,0.0040763565339148045
A549,H3K4me3,0.11502370983362198
A549,H3K4me3,0.09889987856149673
A549,H3K4me3,0.06762111186981201
A549,H3K4me3,0.08058773726224899
A549,H3K4me3,0.0870123878121376
A549,H3K4me3,0.09139763563871384
A549,H3K4me3,0.09052853286266327
A549,H3K4me3,0.08478841930627823
A549,H3K4me3,0.07317283749580383
A549,H3K4me3,0.07033434510231018
A549,H3K4me3,0.0008434433839283884
A549,H3K4me3,0.000832391728181392
A549,H3K4me3,0.0008316198363900185
A549,H3K4me3,0.0008316198363900185
A549,H3K4me3,0.0008387588313780725
A549,H3K4me3,0.0008331634453497827
A549,H3K4me3,0.0008093235665000975
A549,H3K4me3,0.0006011278019286692
A549,H3K4me3,0.003079615067690611
A549,H3K4me3,0.032783400267362595
A549,H3K4me3,0.0767657458782196
A549,H3K4me3,0.0835510790348053
A549,H3K4me3,0.09340400993824005
A549,H3K4me3,0.13157515227794647
A549,H3K4me3,0.044758617877960205
A549,H3K4me3,8.702440391061828e-05
A549,H3K4me3,8.245605567935854e-05
A549,H3K4me3,0.0003262320824433118
A549,H3K4me3,0.00032934092450886965
A549,H3K4me3,0.0037719309329986572
A549,H3K4me3,0.007864014245569706
A549,H3K4me3,0.018026286736130714
A549,H3K4me3,0.024464119225740433
A549,H3K4me3,0.03302212432026863
A549,H3K4me3,0.051673755049705505
A549,H3K4me3,0.05185671150684357
A549,H3K4me3,0.04861163720488548
A549,H3K4me3,0.04264184087514877
A549,H3K4me3,0.03533274680376053
A549,H3K4me3,0.030169272795319557
A549,H3K4me3,0.012963986024260521
A549,H3K4me3,0.007371447514742613
A549,H3K4me3,0.0013045113300904632
A549,H3K4me3,0.0005815717158839107
A549,H3K4me3,0.00020578176190610975
A549,H3K4me3,0.0001368790108244866
A549,H3K4me3,0.00036250537959858775
A549,H3K4me3,0.00036617135629057884
A549,H3K4me3,0.0001650201011216268
A549,H3K4me3,0.0004829847312066704
A549,H3K4me3,0.00048016820801422
A549,H3K4me3,0.021909262984991074
A549,H3K4me3,0.0354081466794014
A549,H3K4me3,0.04459797590970993
A549,H3K4me3,0.04740237444639206
A549,H3K4me3,0.05073334649205208
A549,H3K4me3,0.05197518691420555
A549,H3K4me3,0.05230336636304855
A549,H3K4me3,0.000154602195834741
A549,H3K4me3,0.00015382462879642844
A549,H3K4me3,0.00035716986167244613
A549,H3K4me3,0.0008093264768831432
A549,H3K4me3,0.0007913308218121529
A549,H3K4me3,0.0007907595136202872
A549,H3K4me3,0.00012829783372581005
A549,H3K4me3,0.004509692080318928
