group,seq_bin,epi_bin,attn_weight
A549 G4+ enhancer,30,61,0.006594792939722538
A549 G4+ enhancer,30,62,0.0059793139807879925
A549 G4+ enhancer,30,63,0.004328698385506868
A549 G4+ enhancer,30,64,0.0031263744458556175
A549 G4+ enhancer,30,65,0.0027059651911258698
A549 G4+ enhancer,30,66,0.004332591313868761
A549 G4+ enhancer,30,67,0.004224977921694517
A549 G4+ enhancer,30,68,0.004431090317666531
A549 G4+ enhancer,30,69,0.004354752600193024
A549 G4+ enhancer,30,70,0.005067597143352032
A549 G4+ enhancer,30,71,0.00472346693277359
A549 G4+ enhancer,30,72,0.005508790258318186
A549 G4+ enhancer,30,73,0.005717448890209198
A549 G4+ enhancer,30,74,0.005866262596100569
A549 G4+ enhancer,30,75,0.00441399123519659
A549 G4+ enhancer,30,76,0.0034687654115259647
A549 G4+ enhancer,30,77,0.0035371568519622087
A549 G4+ enhancer,30,78,0.005503080785274506
A549 G4+ enhancer,30,79,0.00761393690481782
A549 G4+ enhancer,30,80,0.006877067964524031
A549 G4+ enhancer,30,81,0.00801886711269617
A549 G4+ enhancer,30,82,0.010013081133365631
A549 G4+ enhancer,30,83,0.010307897813618183
A549 G4+ enhancer,30,84,0.005731896497309208
A549 G4+ enhancer,30,85,0.004158535040915012
A549 G4+ enhancer,30,86,0.003309012157842517
A549 G4+ enhancer,30,87,0.003977030050009489
A549 G4+ enhancer,30,88,0.003261737758293748
A549 G4+ enhancer,30,89,0.003944560419768095
A549 G4+ enhancer,30,90,0.004563167691230774
A549 G4+ enhancer,30,91,0.005506744142621756
A549 G4+ enhancer,30,92,0.005133836064487696
A549 G4+ enhancer,30,93,0.0043501355685293674
A549 G4+ enhancer,30,94,0.005024139303714037
A549 G4+ enhancer,30,95,0.006106951739639044
A549 G4+ enhancer,30,96,0.005751045420765877
A549 G4+ enhancer,30,97,0.00793528277426958
A549 G4+ enhancer,30,98,0.012741360813379288
A549 G4+ enhancer,30,99,0.03245989978313446
A549 G4+ enhancer,31,0,0.03049972467124462
A549 G4+ enhancer,31,1,0.01390253845602274
A549 G4+ enhancer,31,2,0.009683575481176376
A549 G4+ enhancer,31,3,0.009244109503924847
A549 G4+ enhancer,31,4,0.010701694525778294
A549 G4+ enhancer,31,5,0.011573062278330326
A549 G4+ enhancer,31,6,0.013650677166879177
A549 G4+ enhancer,31,7,0.013849284499883652
A549 G4+ enhancer,31,8,0.008486291393637657
A549 G4+ enhancer,31,9,0.004627240356057882
A549 G4+ enhancer,31,10,0.003599215764552355
A549 G4+ enhancer,31,11,0.004453707952052355
A549 G4+ enhancer,31,12,0.004427818581461906
A549 G4+ enhancer,31,13,0.0037554041482508183
A549 G4+ enhancer,31,14,0.00433744490146637
A549 G4+ enhancer,31,15,0.004575759172439575
A549 G4+ enhancer,31,16,0.004233549349009991
A549 G4+ enhancer,31,17,0.003927699290215969
A549 G4+ enhancer,31,18,0.004172781948000193
A549 G4+ enhancer,31,19,0.004403059836477041
A549 G4+ enhancer,31,20,0.0036349615547806025
A549 G4+ enhancer,31,21,0.003571652341634035
A549 G4+ enhancer,31,22,0.003872610628604889
A549 G4+ enhancer,31,23,0.004561491776257753
A549 G4+ enhancer,31,24,0.005037131253629923
A549 G4+ enhancer,31,25,0.004607435315847397
A549 G4+ enhancer,31,26,0.003185207722708583
A549 G4+ enhancer,31,27,0.0033738696947693825
A549 G4+ enhancer,31,28,0.004504252225160599
A549 G4+ enhancer,31,29,0.006547256372869015
A549 G4+ enhancer,31,30,0.007084336597472429
A549 G4+ enhancer,31,31,0.006069161929190159
A549 G4+ enhancer,31,32,0.004924452397972345
A549 G4+ enhancer,31,33,0.003952888771891594
A549 G4+ enhancer,31,34,0.004316666629165411
A549 G4+ enhancer,31,35,0.006452440284192562
A549 G4+ enhancer,31,36,0.00911162979900837
A549 G4+ enhancer,31,37,0.009121904149651527
A549 G4+ enhancer,31,38,0.0073938146233558655
A549 G4+ enhancer,31,39,0.007071409374475479
A549 G4+ enhancer,31,40,0.00664830207824707
A549 G4+ enhancer,31,41,0.0068749673664569855
A549 G4+ enhancer,31,42,0.008130933158099651
A549 G4+ enhancer,31,43,0.009950251318514347
A549 G4+ enhancer,31,44,0.01964171975851059
A549 G4+ enhancer,31,45,0.05091113597154617
A549 G4+ enhancer,31,46,0.09432569891214371
A549 G4+ enhancer,31,47,0.09287748485803604
A549 G4+ enhancer,31,48,0.058119673281908035
A549 G4+ enhancer,31,49,0.0380156934261322
A549 G4+ enhancer,31,50,0.021877696737647057
A549 G4+ enhancer,31,51,0.012658507563173771
A549 G4+ enhancer,31,52,0.007612973917275667
A549 G4+ enhancer,31,53,0.007491227239370346
A549 G4+ enhancer,31,54,0.009256222285330296
A549 G4+ enhancer,31,55,0.00912228599190712
A549 G4+ enhancer,31,56,0.008415204472839832
A549 G4+ enhancer,31,57,0.005949545651674271
A549 G4+ enhancer,31,58,0.005178655032068491
A549 G4+ enhancer,31,59,0.004631670191884041
A549 G4+ enhancer,31,60,0.005724492948502302
A549 G4+ enhancer,31,61,0.006789090111851692
A549 G4+ enhancer,31,62,0.006216445006430149
A549 G4+ enhancer,31,63,0.0044639273546636105
A549 G4+ enhancer,31,64,0.003066369565203786
A549 G4+ enhancer,31,65,0.00254109688103199
A549 G4+ enhancer,31,66,0.004150719847530127
A549 G4+ enhancer,31,67,0.003944553434848785
A549 G4+ enhancer,31,68,0.004099068231880665
A549 G4+ enhancer,31,69,0.0040911235846579075
A549 G4+ enhancer,31,70,0.004778412636369467
A549 G4+ enhancer,31,71,0.004738044925034046
A549 G4+ enhancer,31,72,0.005446173716336489
A549 G4+ enhancer,31,73,0.005559225101023912
A549 G4+ enhancer,31,74,0.005622254218906164
A549 G4+ enhancer,31,75,0.004149514250457287
A549 G4+ enhancer,31,76,0.003241239581257105
A549 G4+ enhancer,31,77,0.0032958907540887594
A549 G4+ enhancer,31,78,0.005326509941369295
A549 G4+ enhancer,31,79,0.007252417970448732
A549 G4+ enhancer,31,80,0.006797746289521456
A549 G4+ enhancer,31,81,0.008081607520580292
A549 G4+ enhancer,31,82,0.010162048041820526
A549 G4+ enhancer,31,83,0.010331803932785988
A549 G4+ enhancer,31,84,0.005776578560471535
A549 G4+ enhancer,31,85,0.00419065123423934
A549 G4+ enhancer,31,86,0.003338714363053441
A549 G4+ enhancer,31,87,0.004011006094515324
A549 G4+ enhancer,31,88,0.0033328766003251076
A549 G4+ enhancer,31,89,0.003936388995498419
A549 G4+ enhancer,31,90,0.004645063541829586
A549 G4+ enhancer,31,91,0.00556890107691288
A549 G4+ enhancer,31,92,0.005190758965909481
A549 G4+ enhancer,31,93,0.004392964765429497
A549 G4+ enhancer,31,94,0.005110552534461021
A549 G4+ enhancer,31,95,0.0062926532700657845
A549 G4+ enhancer,31,96,0.005985727999359369
A549 G4+ enhancer,31,97,0.008157143369317055
A549 G4+ enhancer,31,98,0.013172383420169353
A549 G4+ enhancer,31,99,0.03283879905939102
A549 G4+ enhancer,32,0,0.03159863501787186
A549 G4+ enhancer,32,1,0.014945297501981258
A549 G4+ enhancer,32,2,0.010242803022265434
A549 G4+ enhancer,32,3,0.009832755662500858
A549 G4+ enhancer,32,4,0.011206351220607758
A549 G4+ enhancer,32,5,0.012184428051114082
A549 G4+ enhancer,32,6,0.014013099484145641
A549 G4+ enhancer,32,7,0.013196201995015144
A549 G4+ enhancer,32,8,0.00793943740427494
A549 G4+ enhancer,32,9,0.004325730260461569
A549 G4+ enhancer,32,10,0.003311524633318186
A549 G4+ enhancer,32,11,0.004147863015532494
A549 G4+ enhancer,32,12,0.004231953993439674
A549 G4+ enhancer,32,13,0.003624196397140622
A549 G4+ enhancer,32,14,0.00416133226826787
A549 G4+ enhancer,32,15,0.004382215440273285
A549 G4+ enhancer,32,16,0.004074260592460632
A549 G4+ enhancer,32,17,0.0037713220808655024
A549 G4+ enhancer,32,18,0.0039102197624742985
A549 G4+ enhancer,32,19,0.004090743139386177
A549 G4+ enhancer,32,20,0.00334466272033751
A549 G4+ enhancer,32,21,0.0033515864051878452
A549 G4+ enhancer,32,22,0.003732135519385338
A549 G4+ enhancer,32,23,0.004366177599877119
A549 G4+ enhancer,32,24,0.0047105527482926846
A549 G4+ enhancer,32,25,0.00435976404696703
A549 G4+ enhancer,32,26,0.0028078737668693066
A549 G4+ enhancer,32,27,0.003094923682510853
A549 G4+ enhancer,32,28,0.0042713964357972145
A549 G4+ enhancer,32,29,0.0061631398275494576
A549 G4+ enhancer,32,30,0.0068300641141831875
A549 G4+ enhancer,32,31,0.005752635188400745
A549 G4+ enhancer,32,32,0.004595929756760597
A549 G4+ enhancer,32,33,0.003534210380166769
A549 G4+ enhancer,32,34,0.0038876174949109554
A549 G4+ enhancer,32,35,0.005936930887401104
A549 G4+ enhancer,32,36,0.008367911912500858
A549 G4+ enhancer,32,37,0.008448051288723946
A549 G4+ enhancer,32,38,0.006862069014459848
A549 G4+ enhancer,32,39,0.0065927342511713505
A549 G4+ enhancer,32,40,0.00616554357111454
A549 G4+ enhancer,32,41,0.006462854333221912
A549 G4+ enhancer,32,42,0.0078417444601655
A549 G4+ enhancer,32,43,0.009867832995951176
A549 G4+ enhancer,32,44,0.02064938098192215
A549 G4+ enhancer,32,45,0.052738647907972336
A549 G4+ enhancer,32,46,0.09463199228048325
A549 G4+ enhancer,32,47,0.09337874501943588
A549 G4+ enhancer,32,48,0.060370784252882004
A549 G4+ enhancer,32,49,0.04006510600447655
A549 G4+ enhancer,32,50,0.02278943918645382
A549 G4+ enhancer,32,51,0.012895745225250721
A549 G4+ enhancer,32,52,0.007690356578677893
A549 G4+ enhancer,32,53,0.007627294398844242
A549 G4+ enhancer,32,54,0.009352556429803371
A549 G4+ enhancer,32,55,0.00943666696548462
A549 G4+ enhancer,32,56,0.008707433938980103
A549 G4+ enhancer,32,57,0.005985843017697334
A549 G4+ enhancer,32,58,0.0052392855286598206
A549 G4+ enhancer,32,59,0.0045862216502428055
A549 G4+ enhancer,32,60,0.005691424012184143
A549 G4+ enhancer,32,61,0.006683144718408585
A549 G4+ enhancer,32,62,0.006085170432925224
A549 G4+ enhancer,32,63,0.0044127218425273895
A549 G4+ enhancer,32,64,0.0030935273971408606
A549 G4+ enhancer,32,65,0.0025533270090818405
A549 G4+ enhancer,32,66,0.0039441753178834915
A549 G4+ enhancer,32,67,0.0037435588892549276
A549 G4+ enhancer,32,68,0.0037646866403520107
A549 G4+ enhancer,32,69,0.003940477501600981
A549 G4+ enhancer,32,70,0.004637354984879494
A549 G4+ enhancer,32,71,0.004475087858736515
A549 G4+ enhancer,32,72,0.005321103613823652
A549 G4+ enhancer,32,73,0.0054308753460645676
A549 G4+ enhancer,32,74,0.005457399878650904
A549 G4+ enhancer,32,75,0.003955457825213671
A549 G4+ enhancer,32,76,0.0030044130980968475
A549 G4+ enhancer,32,77,0.0031700178515166044
A549 G4+ enhancer,32,78,0.004920363426208496
A549 G4+ enhancer,32,79,0.006827870383858681
A549 G4+ enhancer,32,80,0.0067323120310902596
A549 G4+ enhancer,32,81,0.00826304778456688
A549 G4+ enhancer,32,82,0.010548249818384647
A549 G4+ enhancer,32,83,0.010722784325480461
A549 G4+ enhancer,32,84,0.005914686713367701
A549 G4+ enhancer,32,85,0.004085838794708252
A549 G4+ enhancer,32,86,0.003175569698214531
A549 G4+ enhancer,32,87,0.003966715186834335
A549 G4+ enhancer,32,88,0.0032001896761357784
A549 G4+ enhancer,32,89,0.0038592740893363953
A549 G4+ enhancer,32,90,0.0045380862429738045
A549 G4+ enhancer,32,91,0.005553760565817356
A549 G4+ enhancer,32,92,0.005018536001443863
A549 G4+ enhancer,32,93,0.004064257722347975
A549 G4+ enhancer,32,94,0.004741283133625984
A549 G4+ enhancer,32,95,0.005983706563711166
A549 G4+ enhancer,32,96,0.005753656849265099
A549 G4+ enhancer,32,97,0.008232112973928452
A549 G4+ enhancer,32,98,0.013967446982860565
A549 G4+ enhancer,32,99,0.03388211503624916
A549 G4+ enhancer,33,0,0.031137600541114807
A549 G4+ enhancer,33,1,0.014450962655246258
A549 G4+ enhancer,33,2,0.010183935984969139
A549 G4+ enhancer,33,3,0.009618417359888554
A549 G4+ enhancer,33,4,0.011330977082252502
A549 G4+ enhancer,33,5,0.012469129636883736
A549 G4+ enhancer,33,6,0.014488914981484413
A549 G4+ enhancer,33,7,0.013558844104409218
A549 G4+ enhancer,33,8,0.007873295806348324
A549 G4+ enhancer,33,9,0.004164256155490875
A549 G4+ enhancer,33,10,0.0030556118581444025
A549 G4+ enhancer,33,11,0.0038718024734407663
A549 G4+ enhancer,33,12,0.003859938820824027
A549 G4+ enhancer,33,13,0.0033605394419282675
A549 G4+ enhancer,33,14,0.003985347226262093
A549 G4+ enhancer,33,15,0.0042603956535458565
A549 G4+ enhancer,33,16,0.004005902446806431
A549 G4+ enhancer,33,17,0.003576343646273017
A549 G4+ enhancer,33,18,0.003504139604046941
A549 G4+ enhancer,33,19,0.003736349055543542
A549 G4+ enhancer,33,20,0.0029096677899360657
A549 G4+ enhancer,33,21,0.0029633985832333565
A549 G4+ enhancer,33,22,0.0034535115119069815
A549 G4+ enhancer,33,23,0.004173401277512312
A549 G4+ enhancer,33,24,0.004671492613852024
A549 G4+ enhancer,33,25,0.004170569125562906
A549 G4+ enhancer,33,26,0.0026415742468088865
A549 G4+ enhancer,33,27,0.0028933552093803883
A549 G4+ enhancer,33,28,0.0040356554090976715
A549 G4+ enhancer,33,29,0.006413212977349758
A549 G4+ enhancer,33,30,0.007036290131509304
A549 G4+ enhancer,33,31,0.006149939261376858
A549 G4+ enhancer,33,32,0.0048026819713413715
A549 G4+ enhancer,33,33,0.0034926508087664843
A549 G4+ enhancer,33,34,0.0038252894300967455
A549 G4+ enhancer,33,35,0.005636918358504772
A549 G4+ enhancer,33,36,0.007945673540234566
A549 G4+ enhancer,33,37,0.008222527801990509
A549 G4+ enhancer,33,38,0.006674150004982948
A549 G4+ enhancer,33,39,0.006281706038862467
A549 G4+ enhancer,33,40,0.005912377033382654
A549 G4+ enhancer,33,41,0.00608876533806324
A549 G4+ enhancer,33,42,0.007651100400835276
A549 G4+ enhancer,33,43,0.009902643971145153
A549 G4+ enhancer,33,44,0.021284760907292366
A549 G4+ enhancer,33,45,0.05389600619673729
A549 G4+ enhancer,33,46,0.09564966708421707
A549 G4+ enhancer,33,47,0.09439290314912796
A549 G4+ enhancer,33,48,0.06262274831533432
A549 G4+ enhancer,33,49,0.04156222194433212
A549 G4+ enhancer,33,50,0.022952616214752197
A549 G4+ enhancer,33,51,0.012805752456188202
A549 G4+ enhancer,33,52,0.007526342757046223
A549 G4+ enhancer,33,53,0.007523592561483383
A549 G4+ enhancer,33,54,0.00937813613563776
A549 G4+ enhancer,33,55,0.00937246810644865
A549 G4+ enhancer,33,56,0.008722401224076748
A549 G4+ enhancer,33,57,0.0058531807735562325
A549 G4+ enhancer,33,58,0.0051845223642885685
A549 G4+ enhancer,33,59,0.004423713777214289
A549 G4+ enhancer,33,60,0.005396462976932526
A549 G4+ enhancer,33,61,0.006619004998356104
A549 G4+ enhancer,33,62,0.006029822863638401
A549 G4+ enhancer,33,63,0.004455507732927799
A549 G4+ enhancer,33,64,0.002970177447423339
A549 G4+ enhancer,33,65,0.0023927860893309116
A549 G4+ enhancer,33,66,0.003944823518395424
A549 G4+ enhancer,33,67,0.003598838811740279
A549 G4+ enhancer,33,68,0.003621510462835431
A549 G4+ enhancer,33,69,0.0036304513923823833
A549 G4+ enhancer,33,70,0.00442267581820488
A549 G4+ enhancer,33,71,0.0043336316011846066
A549 G4+ enhancer,33,72,0.005350836552679539
A549 G4+ enhancer,33,73,0.005426187999546528
A549 G4+ enhancer,33,74,0.005270252004265785
A549 G4+ enhancer,33,75,0.0037715001963078976
A549 G4+ enhancer,33,76,0.0028990604914724827
A549 G4+ enhancer,33,77,0.003029461484402418
A549 G4+ enhancer,33,78,0.004758167080581188
A549 G4+ enhancer,33,79,0.006570927333086729
A549 G4+ enhancer,33,80,0.0065221828408539295
A549 G4+ enhancer,33,81,0.008263759315013885
A549 G4+ enhancer,33,82,0.010624721646308899
A549 G4+ enhancer,33,83,0.01085762120783329
A549 G4+ enhancer,33,84,0.0059019578620791435
A549 G4+ enhancer,33,85,0.0040202965028584
A549 G4+ enhancer,33,86,0.003167067188769579
A549 G4+ enhancer,33,87,0.003899883944541216
A549 G4+ enhancer,33,88,0.0031837059650570154
A549 G4+ enhancer,33,89,0.0037966102827340364
A549 G4+ enhancer,33,90,0.00464220903813839
A549 G4+ enhancer,33,91,0.005682850256562233
A549 G4+ enhancer,33,92,0.004979816265404224
A549 G4+ enhancer,33,93,0.0038490965962409973
A549 G4+ enhancer,33,94,0.004494652152061462
A549 G4+ enhancer,33,95,0.005647411569952965
A549 G4+ enhancer,33,96,0.005654109641909599
A549 G4+ enhancer,33,97,0.008577000349760056
A549 G4+ enhancer,33,98,0.01461184024810791
A549 G4+ enhancer,33,99,0.03553884103894234
A549 G4+ enhancer,34,0,0.03153429925441742
A549 G4+ enhancer,34,1,0.014619214460253716
A549 G4+ enhancer,34,2,0.009999088011682034
A549 G4+ enhancer,34,3,0.009961138479411602
A549 G4+ enhancer,34,4,0.01154812891036272
A549 G4+ enhancer,34,5,0.012710465118288994
A549 G4+ enhancer,34,6,0.014856001362204552
A549 G4+ enhancer,34,7,0.013568372465670109
A549 G4+ enhancer,34,8,0.007792671676725149
A549 G4+ enhancer,34,9,0.00413449527695775
A549 G4+ enhancer,34,10,0.002920857397839427
A549 G4+ enhancer,34,11,0.003799464087933302
A549 G4+ enhancer,34,12,0.003955107647925615
A549 G4+ enhancer,34,13,0.003417795756831765
A549 G4+ enhancer,34,14,0.004057133104652166
A549 G4+ enhancer,34,15,0.004319389816373587
A549 G4+ enhancer,34,16,0.003914451692253351
A549 G4+ enhancer,34,17,0.0035794980358332396
A549 G4+ enhancer,34,18,0.0036010057665407658
A549 G4+ enhancer,34,19,0.0036924860905855894
A549 G4+ enhancer,34,20,0.002900185761973262
A549 G4+ enhancer,34,21,0.002967405365779996
A549 G4+ enhancer,34,22,0.0034485147334635258
A549 G4+ enhancer,34,23,0.004209932405501604
A549 G4+ enhancer,34,24,0.0046264310367405415
A549 G4+ enhancer,34,25,0.0041210283525288105
A549 G4+ enhancer,34,26,0.0025963943917304277
A549 G4+ enhancer,34,27,0.0027908373158425093
A549 G4+ enhancer,34,28,0.003995782695710659
A549 G4+ enhancer,34,29,0.006319391541182995
A549 G4+ enhancer,34,30,0.00727253220975399
A549 G4+ enhancer,34,31,0.00612426595762372
A549 G4+ enhancer,34,32,0.00479313638061285
A549 G4+ enhancer,34,33,0.003525359323248267
A549 G4+ enhancer,34,34,0.0038148658350110054
A549 G4+ enhancer,34,35,0.005479319486767054
A549 G4+ enhancer,34,36,0.007695733103901148
A549 G4+ enhancer,34,37,0.007794157136231661
A549 G4+ enhancer,34,38,0.006275341380387545
A549 G4+ enhancer,34,39,0.005939288064837456
A549 G4+ enhancer,34,40,0.0057154251262545586
A549 G4+ enhancer,34,41,0.005974502768367529
A549 G4+ enhancer,34,42,0.007404092699289322
A549 G4+ enhancer,34,43,0.009703054092824459
A549 G4+ enhancer,34,44,0.021112481132149696
A549 G4+ enhancer,34,45,0.054170217365026474
A549 G4+ enhancer,34,46,0.09604162722826004
A549 G4+ enhancer,34,47,0.09501317888498306
A549 G4+ enhancer,34,48,0.06358901411294937
A549 G4+ enhancer,34,49,0.041902270168066025
A549 G4+ enhancer,34,50,0.023182349279522896
A549 G4+ enhancer,34,51,0.012699838727712631
A549 G4+ enhancer,34,52,0.0073362537659704685
A549 G4+ enhancer,34,53,0.007310548797249794
A549 G4+ enhancer,34,54,0.009176244959235191
A549 G4+ enhancer,34,55,0.0093278419226408
A549 G4+ enhancer,34,56,0.00866754725575447
A549 G4+ enhancer,34,57,0.005849228706210852
A549 G4+ enhancer,34,58,0.005170665681362152
A549 G4+ enhancer,34,59,0.004368920810520649
A549 G4+ enhancer,34,60,0.005386681295931339
A549 G4+ enhancer,34,61,0.006441529840230942
A549 G4+ enhancer,34,62,0.0059410762041807175
A549 G4+ enhancer,34,63,0.004273636266589165
A549 G4+ enhancer,34,64,0.0029228427447378635
A549 G4+ enhancer,34,65,0.002396511845290661
A549 G4+ enhancer,34,66,0.003769403090700507
A549 G4+ enhancer,34,67,0.0033998051658272743
A549 G4+ enhancer,34,68,0.00342957372777164
A549 G4+ enhancer,34,69,0.003494958858937025
A549 G4+ enhancer,34,70,0.004231493920087814
A549 G4+ enhancer,34,71,0.004235849715769291
A549 G4+ enhancer,34,72,0.005154386628419161
A549 G4+ enhancer,34,73,0.00544924708083272
A549 G4+ enhancer,34,74,0.005289294756948948
A549 G4+ enhancer,34,75,0.003639598609879613
A549 G4+ enhancer,34,76,0.0028420411981642246
A549 G4+ enhancer,34,77,0.002956810174509883
A549 G4+ enhancer,34,78,0.0045786588452756405
A549 G4+ enhancer,34,79,0.00638316897675395
A549 G4+ enhancer,34,80,0.006505680736154318
A549 G4+ enhancer,34,81,0.008384902030229568
A549 G4+ enhancer,34,82,0.01105472445487976
A549 G4+ enhancer,34,83,0.011388600803911686
A549 G4+ enhancer,34,84,0.005965567659586668
A549 G4+ enhancer,34,85,0.003970874007791281
A549 G4+ enhancer,34,86,0.0030977751594036818
A549 G4+ enhancer,34,87,0.0038568207528442144
A549 G4+ enhancer,34,88,0.0031559320632368326
A549 G4+ enhancer,34,89,0.003842002246528864
A549 G4+ enhancer,34,90,0.0046355389058589935
A549 G4+ enhancer,34,91,0.005762433633208275
A549 G4+ enhancer,34,92,0.004939555190503597
A549 G4+ enhancer,34,93,0.0038336371071636677
A549 G4+ enhancer,34,94,0.004602533765137196
A549 G4+ enhancer,34,95,0.005723318085074425
A549 G4+ enhancer,34,96,0.0056853038258850574
A549 G4+ enhancer,34,97,0.008561580441892147
A549 G4+ enhancer,34,98,0.014719472266733646
A549 G4+ enhancer,34,99,0.03571091592311859
A549 G4+ enhancer,35,0,0.031820863485336304
A549 G4+ enhancer,35,1,0.014778794720768929
A549 G4+ enhancer,35,2,0.010304994881153107
A549 G4+ enhancer,35,3,0.009991222992539406
A549 G4+ enhancer,35,4,0.011332648806273937
A549 G4+ enhancer,35,5,0.012652563862502575
A549 G4+ enhancer,35,6,0.015052077360451221
A549 G4+ enhancer,35,7,0.013763261958956718
A549 G4+ enhancer,35,8,0.007741696201264858
A549 G4+ enhancer,35,9,0.004071686416864395
A549 G4+ enhancer,35,10,0.003007812425494194
A549 G4+ enhancer,35,11,0.003931053448468447
A549 G4+ enhancer,35,12,0.004009373486042023
A549 G4+ enhancer,35,13,0.003487663809210062
A549 G4+ enhancer,35,14,0.004118377808481455
A549 G4+ enhancer,35,15,0.004463602788746357
A549 G4+ enhancer,35,16,0.004003388341516256
A549 G4+ enhancer,35,17,0.0036358165089040995
A549 G4+ enhancer,35,18,0.003623447846621275
A549 G4+ enhancer,35,19,0.003832290880382061
A549 G4+ enhancer,35,20,0.003091084770858288
A549 G4+ enhancer,35,21,0.0030879557598382235
A549 G4+ enhancer,35,22,0.0033872651401907206
A549 G4+ enhancer,35,23,0.004197004716843367
A549 G4+ enhancer,35,24,0.004634369630366564
A549 G4+ enhancer,35,25,0.004172686021775007
A549 G4+ enhancer,35,26,0.0026261317543685436
A549 G4+ enhancer,35,27,0.002776246750727296
A549 G4+ enhancer,35,28,0.003936970140784979
A549 G4+ enhancer,35,29,0.006054707337170839
A549 G4+ enhancer,35,30,0.006993059068918228
A549 G4+ enhancer,35,31,0.006033004727214575
A549 G4+ enhancer,35,32,0.004737555515021086
A549 G4+ enhancer,35,33,0.00348453875631094
A549 G4+ enhancer,35,34,0.003762692678719759
A549 G4+ enhancer,35,35,0.005462216679006815
A549 G4+ enhancer,35,36,0.007684525102376938
A549 G4+ enhancer,35,37,0.007914317771792412
A549 G4+ enhancer,35,38,0.006241960451006889
A549 G4+ enhancer,35,39,0.005920303985476494
A549 G4+ enhancer,35,40,0.0056032901629805565
A549 G4+ enhancer,35,41,0.006042903754860163
A549 G4+ enhancer,35,42,0.007552657276391983
A549 G4+ enhancer,35,43,0.009969613514840603
A549 G4+ enhancer,35,44,0.02084534615278244
A549 G4+ enhancer,35,45,0.053525395691394806
A549 G4+ enhancer,35,46,0.09549547731876373
A549 G4+ enhancer,35,47,0.0947263240814209
A549 G4+ enhancer,35,48,0.06336472928524017
A549 G4+ enhancer,35,49,0.04217405244708061
A549 G4+ enhancer,35,50,0.023164847865700722
A549 G4+ enhancer,35,51,0.01257969718426466
A549 G4+ enhancer,35,52,0.0074211047030985355
A549 G4+ enhancer,35,53,0.007528429850935936
A549 G4+ enhancer,35,54,0.00942591018974781
A549 G4+ enhancer,35,55,0.009364261291921139
A549 G4+ enhancer,35,56,0.008630421943962574
A549 G4+ enhancer,35,57,0.005894829984754324
A549 G4+ enhancer,35,58,0.005077434703707695
A549 G4+ enhancer,35,59,0.00433703139424324
A549 G4+ enhancer,35,60,0.005389192141592503
A549 G4+ enhancer,35,61,0.00657718675211072
A549 G4+ enhancer,35,62,0.00615751463919878
A549 G4+ enhancer,35,63,0.00444366317242384
A549 G4+ enhancer,35,64,0.0030060168355703354
A549 G4+ enhancer,35,65,0.0024797094520181417
A549 G4+ enhancer,35,66,0.003963888622820377
A549 G4+ enhancer,35,67,0.0034868207294493914
A549 G4+ enhancer,35,68,0.0035774519201368093
A549 G4+ enhancer,35,69,0.0035911062732338905
A549 G4+ enhancer,35,70,0.004330929834395647
A549 G4+ enhancer,35,71,0.004211409483104944
A549 G4+ enhancer,35,72,0.005102567840367556
A549 G4+ enhancer,35,73,0.005276146344840527
A549 G4+ enhancer,35,74,0.00525495782494545
A549 G4+ enhancer,35,75,0.0036769993603229523
A549 G4+ enhancer,35,76,0.002924831584095955
A549 G4+ enhancer,35,77,0.003008267842233181
A549 G4+ enhancer,35,78,0.004692578688263893
A549 G4+ enhancer,35,79,0.006333332043141127
A549 G4+ enhancer,35,80,0.006431379821151495
A549 G4+ enhancer,35,81,0.008373042568564415
A549 G4+ enhancer,35,82,0.010924742557108402
A549 G4+ enhancer,35,83,0.01118573546409607
A549 G4+ enhancer,35,84,0.005857536569237709
A549 G4+ enhancer,35,85,0.003958969376981258
A549 G4+ enhancer,35,86,0.0031022930052131414
A549 G4+ enhancer,35,87,0.003930563572794199
A549 G4+ enhancer,35,88,0.0032687457278370857
A549 G4+ enhancer,35,89,0.003843760583549738
A549 G4+ enhancer,35,90,0.0046351212076842785
A549 G4+ enhancer,35,91,0.005557302385568619
A549 G4+ enhancer,35,92,0.004901489708572626
A549 G4+ enhancer,35,93,0.0038475191686302423
A549 G4+ enhancer,35,94,0.004488537088036537
A549 G4+ enhancer,35,95,0.005764192435890436
A549 G4+ enhancer,35,96,0.005619072820991278
A549 G4+ enhancer,35,97,0.008452472276985645
A549 G4+ enhancer,35,98,0.014447920955717564
A549 G4+ enhancer,35,99,0.0353800393640995
A549 G4+ enhancer,36,0,0.032098665833473206
A549 G4+ enhancer,36,1,0.014967589639127254
A549 G4+ enhancer,36,2,0.01027939934283495
A549 G4+ enhancer,36,3,0.009828428737819195
A549 G4+ enhancer,36,4,0.011001034639775753
A549 G4+ enhancer,36,5,0.01258709467947483
A549 G4+ enhancer,36,6,0.015124667435884476
A549 G4+ enhancer,36,7,0.013653155416250229
A549 G4+ enhancer,36,8,0.007740442641079426
A549 G4+ enhancer,36,9,0.004153398796916008
A549 G4+ enhancer,36,10,0.003130269004032016
A549 G4+ enhancer,36,11,0.004002897068858147
A549 G4+ enhancer,36,12,0.004218193236738443
A549 G4+ enhancer,36,13,0.0035629088524729013
A549 G4+ enhancer,36,14,0.004121281672269106
A549 G4+ enhancer,36,15,0.004366553854197264
